vorname,anzahl,geschlecht
Marie,54,w
Sophie,54,w
Maria,43,w
Alexander,32,m
Ali,32,m
Elias,31,m
Luca,30,m
Emily,30,w
Paul,30,m
Leon,29,m
Maximilian,29,m
Emilia,28,w
Charlotte,26,w
Anton,26,m
Mia,24,w
Emil,23,m
Max,23,m
Emma,22,w
Leonie,21,w
Ben,21,m
Lukas,21,m
Luise,20,w
Johanna,19,w
Lena,19,w
Jonas,19,m
Louis,19,m
Noah,19,m
Anna,18,w
Lara,18,w
David,18,m
Lea,17,w
Mira,17,w
Benjamin,17,m
Yusuf,17,m
Lina,16,w
Felix,16,m
Julius,16,m
Elif,15,w
Elisabeth,15,w
Marlene,15,w
Adrian,15,m
Jakob,15,m
Muhammed,15,m
Zoe,14,w
Finn,14,m
Jonathan,14,m
Karim,14,m
Michael,14,m
Noel,14,m
Yasin,14,m
Azra,13,w
Hanna,13,w
Laura,13,w
Luisa,13,w
Nisa,13,w
Zeynep,13,w
Amir,13,m
Can,13,m
Daniel,13,m
Joel,13,m
Julian,13,m
Oskar,13,m
Samuel,13,m
Elisa,12,w
Isabella,12,w
Melina,12,w
Meryem,12,w
Mina,12,w
Liam,12,m
Malik,12,m
Niklas,12,m
Tim,12,m
Tom,12,m
Ela,11,w
Hannah,11,w
Helena,11,w
Josephine,11,w
Leyla,11,w
Martha,11,w
Maya,11,w
Sophia,11,w
Jan,11,m
Lennard,11,m
Levi,11,m
Moritz,11,m
Mustafa,11,m
Amelie,10,w
Klara,10,w
Lilly,10,w
Merle,10,w
Paula,10,w
Paulina,10,w
Emilio,10,m
Sofia,10,w
Fabian,10,m
Gabriel,10,m
Karl,10,m
Luis,10,m
Mert,10,m
Oliver,10,m
Alina,9,w
Lisa,9,w
Mila,9,w
Nele,9,w
Pauline,9,w
Vanessa,9,w
Christian,9,m
Zeinab,9,w
Dean,9,m
Emir,9,m
Erik,9,m
Leo,9,m
Leonard,9,m
Maxim,9,m
Sebastian,9,m
Vincent,9,m
Greta,8,w
Mariam,8,w
Nur,8,w
Pia,8,w
Sarah,8,w
Valentina,8,w
Zehra,8,w
Deniz,8,m
Enes,8,m
Ensar,8,m
Hamza,8,m
Kilian,8,m
Milan,8,m
Miran,8,m
Raphael,8,m
Theodor,8,m
Tobias,8,m
Toni,8,m
Amy,7,w
Ece,7,w
Elina,7,w
Fabienne,7,w
Frieda,7,w
Hira,7,w
Ida,7,w
Jolie,7,w
Lotta,7,w
Maja,7,w
Mara,7,w
Matilda,7,w
Adam,7,m
Sara,7,w
Ahmad,7,m
Victoria,7,w
Arthur,7,m
Viktoria,7,w
Bilal,7,m
Yasmin,7,w
Bruno,7,m
Damian,7,m
Emre,7,m
Florian,7,m
Frederik,7,m
Friedrich,7,m
Georg,7,m
Ibrahim,7,m
Ilyas,7,m
Jamal,7,m
Johann,7,m
