vorname,anzahl,geschlecht
Sophie,27,w
Marie,18,w
Maximilian,16,m
Alexander,15,m
Sophia,15,w
Maria,13,w
Anna,12,w
Emilia,12,w
Elias,11,m
Felix,9,m
Finn,9,m
Jonas,9,m
Jonathan,9,m
Charlotte,9,w
Friedrich,8,m
Elisabeth,8,w
Luca,8,m
Isabella,8,w
Vincent,8,m
Mia,8,w
Hans,7,m
Emily,7,w
Liam,7,m
Emma,7,w
Viktoria,7,w
Anton,6,m
Arthur,6,m
Amira,6,w
Carl,6,m
Hannah,6,w
Johannes,6,m
Ida,6,w
Justus,6,m
Johanna,6,w
Leon,6,m
Noah,6,m
Paul,6,m
Peter,6,m
Valentin,6,m
Amelie,5,w
Elina,5,w
Fabienne,5,w
Helena,5,w
Lisa,5,w
Bruno,5,m
Martha,5,w
David,5,m
Melina,5,w
Jan,5,m
Sarah,5,w
Julian,5,m
Sofia,5,w
Lukas,5,m
Victoria,5,w
Oliver,5,m
Oskar,5,m
Philipp,5,m
Robert,5,m
Tim,5,m
Amelia,4,w
Carlotta,4,w
Clara,4,w
Fiona,4,w
Florentine,4,w
Ben,4,m
Frieda,4,w
Christian,4,m
Julia,4,w
Daniel,4,m
Lina,4,w
Gabriel,4,m
Lotta,4,w
Georg,4,m
Luisa,4,w
Jacob,4,m
Luise,4,w
Jannis,4,m
Michelle,4,w
Konstantin,4,m
Mila,4,w
Lennart,4,m
Olivia,4,w
Linus,4,m
Pia,4,w
Louis,4,m
Rebecca,4,w
Lucas,4,m
Theresa,4,w
Ludwig,4,m
Mats,4,m
Maxim,4,m
Moritz,4,m
Niklas,4,m
Simon,4,m
Theodor,4,m
Thomas,4,m
Wolfgang,4,m
Alma,3,w
Elena,3,w
Elizabeth,3,w
Eva,3,w
Finja,3,w
Greta,3,w
Hanna,3,w
Jana,3,w
Larissa,3,w
Aaron,3,m
Lea,3,w
Andreas,3,m
Lena,3,w
Constantin,3,m
Leonie,3,w
Emil,3,m
Lilly,3,w
Emilian,3,m
Maja,3,w
Emilio,3,m
Matilda,3,w
Erik,3,m
Maya,3,w
Ferdinand,3,m
Mina,3,w
Frederik,3,m
Zoe,3,w
Hendrik,3,m
Jakob,3,m
Jannes,3,m
Joel,3,m
Karl,3,m
Konrad,3,m
Lennard,3,m
Leo,3,m
Leopold,3,m
Lothar,3,m
Luis,3,m
Max,3,m
Mehmet,3,m
Mert,3,m
Milan,3,m
Minh,3,m
Nicolas,3,m
Nils,3,m
Ole,3,m
Pepe,3,m
Sebastian,3,m
Theo,3,m
Aaliyah,2,w
Aleksandra,2,w
Alicia,2,w
Alva,2,w
Amanda,2,w
Anastasia,2,w
Anouk,2,w
Antonia,2,w
Aylin,2,w
Carla,2,w
Carolina,2,w
Christina,2,w
Deborah,2,w
Diana,2,w
Edda,2,w
Ella,2,w
Erika,2,w
Felice,2,w
Franziska,2,w
Helen,2,w
Helene,2,w
Isabel,2,w
Adrian,2,m
Jasmin,2,w
Arvid,2,m
Josephine,2,w
August,2,m
Karolina,2,w
Benjamin,2,m
Katharina,2,w
Can,2,m
Kim,2,w
Dirk,2,m
Lara,2,w
Dmitryevič,2,m
Laura,2,w
Dominik,2,m
Leyla,2,w
Elia,2,m
Liesbeth,2,w
Eliah,2,m
Liliana,2,w
Franz,2,m
Liv,2,w
Fredrik,2,m
Magdalena,2,w
Fritz,2,m
Malin,2,w
Gregor,2,m
Marianne,2,w
Gustav,2,m
Marlene,2,w
Günter,2,m
Melissa,2,w
Hagen,2,m
Milana,2,w
Heinrich,2,m
Nele,2,w
Henry,2,m
Noemi,2,w
Ivan,2,m
Nora,2,w
Johann,2,m
Paula,2,w
Joshua,2,m
Romy,2,w
Juri,2,m
Selina,2,w
Jürgen,2,m
Smilla,2,w
Kai,2,m
Sonja,2,w
Kevin,2,m
Stefanie,2,w
Kilian,2,m
Valentina,2,w
Lasse,2,m
Wilhelmine,2,w
Luk,2,m
Yuna,2,w
Malik,2,m
Marcel,2,m
Martin,2,m
Marvin,2,m
Matteo,2,m
Michael,2,m
Mikhail,2,m
Miko,2,m
Nick,2,m
Nikolas,2,m
Noam,2,m
Oscar,2,m
Philip,2,m
Raphael,2,m
Richard,2,m
Samuel,2,m
Shayan,2,m
Sven,2,m
Thinh,2,m
Till,2,m
Timo,2,m
Tobias,2,m
Vince,2,m
Wilhelm,2,m
William,2,m
