vorname,anzahl,geschlecht,position
Marie,68,w,2
Sophie,51,w,2
Charlotte,45,w,1
Alexander,36,m,2
Noah,35,m,1
Charlotte,33,w,2
David,30,m,1
Emilia,30,w,1
Leon,30,m,1
Maria,27,w,2
Maximilian,26,m,2
Valentin,26,m,2
Ella,26,w,1
Lea,26,w,1
Theodor,25,m,1
Karl,24,m,1
Emma,24,w,1
Maximilian,24,m,1
Elias,23,m,2
Paul,23,m,2
Emilia,23,w,2
Sophia,23,w,1
Adam,23,m,1
Anton,23,m,1
Emil,23,m,1
Jonas,23,m,1
Anna,22,w,1
Johanna,22,w,1
Felix,22,m,1
Liam,22,m,1
Elisabeth,21,w,2
Clara,21,w,1
Mathilda,21,w,1
Elias,21,m,1
Jakob,21,m,1
Leo,21,m,1
Lukas,21,m,1
Mia,20,w,1
Henry,20,m,1
Frida,19,w,1
Hannah,19,w,1
Olivia,19,w,1
Levi,19,m,1
Paul,19,m,1
Luise,18,w,2
Ben,18,m,1
Gabriel,18,m,1
Leonard,18,m,1
Anna,17,w,2
Hanna,17,w,1
Marie,17,w,1
Mila,17,w,1
Nora,17,w,1
Paula,17,w,1
Benjamin,17,m,1
Alma,16,w,1
Lara,16,w,1
Leni,16,w,1
Leonie,16,w,1
Alexander,16,m,1
Lina,16,w,1
Max,16,m,1
Johanna,15,w,2
Helena,15,w,1
Julius,15,m,1
Lena,15,w,1
Pauline,15,w,1
Ali,14,m,2
Anton,14,m,2
Johann,14,m,2
Sophia,14,w,2
Finn,14,m,1
Louis,14,m,1
Amelie,14,w,1
Luca,14,m,1
Maya,14,w,1
Malik,14,m,1
Milan,14,m,1
Emil,13,m,2
Michael,13,m,2
Emily,13,w,1
Frieda,13,w,1
Jonathan,13,m,1
Luise,13,w,1
Linus,13,m,1
Sofia,13,w,1
Sophie,13,w,1
Elisabeth,12,w,3
Benjamin,12,m,2
Luisa,12,w,2
Aaron,12,m,1
Luis,12,m,1
Ava,12,w,1
Mateo,12,m,1
Isabella,12,w,1
Raphael,12,m,1
Juna,12,w,1
Samuel,12,m,1
Liya,12,w,1
Tim,12,m,1
Lotta,12,w,1
Luisa,12,w,1
Marlene,12,w,1
Mina,12,w,1
Friedrich,11,m,2
