vorname,anzahl,geschlecht,position
Paul,12,m,1
Marie,11,w,2
Emma,11,w,1
Oskar,10,m,1
Ben,9,m,1
Anna,8,w,1
Finn,8,m,1
Elias,7,m,1
Liam,7,m,1
Sophie,6,w,2
Charlotte,6,w,1
Emilia,6,w,1
Mina,6,w,1
Noah,6,m,1
Charlotte,5,w,2
Lea,5,w,1
Lina,5,w,1
Erik,5,m,1
Felix,5,m,1
Levi,5,m,1
Luca,5,m,1
Lukas,5,m,1
Alexander,4,m,2
Anton,4,m,2
Christian,4,m,2
Louis,4,m,2
Alessia,4,w,1
Antonia,4,w,1
Ella,4,w,1
Eva,4,w,1
Hailey,4,w,1
Arthur,4,m,1
Hannah,4,w,1
David,4,m,1
Lena,4,w,1
Dean,4,m,1
Mathilda,4,w,1
Leo,4,m,1
Mila,4,w,1
Leon,4,m,1
Luis,4,m,1
Matteo,4,m,1
Tim,4,m,1
Emilia,3,w,2
Friedrich,3,m,2
Lara,3,w,2
Karl,3,m,2
Maria,3,w,2
Mika,3,m,2
Sofia,3,w,2
Minh,3,m,2
Richard,3,m,2
Aurelia,3,w,1
Clara,3,w,1
Delia,3,w,1
Elisa,3,w,1
Anton,3,m,1
Elisabeth,3,w,1
Bruno,3,m,1
Emily,3,w,1
Emil,3,m,1
Finja,3,w,1
Emilio,3,m,1
Flora,3,w,1
Eric,3,m,1
Jolina,3,w,1
Hendrik,3,m,1
Julia,3,w,1
Leonard,3,m,1
Lara,3,w,1
Levin,3,m,1
Leonie,3,w,1
Luka,3,m,1
Lisa,3,w,1
Mateo,3,m,1
Luisa,3,w,1
Mika,3,m,1
Mara,3,w,1
Muhammad,3,m,1
Maria,3,w,1
Niklas,3,m,1
Matilda,3,w,1
Samuel,3,m,1
Merle,3,w,1
Theodor,3,m,1
Nina,3,w,1
Till,3,m,1
Olivia,3,w,1
William,3,m,1
Paulina,3,w,1
Pauline,3,w,1
Sophia,3,w,1
Amelie,2,w,2
Cataleya,2,w,2
Ali,2,m,2
Elena,2,w,2
Andreas,2,m,2
Ella,2,w,2
Antonio,2,m,2
Emma,2,w,2
Benedikt,2,m,2
Fabienne,2,w,2
Duc,2,m,2
Helene,2,w,2
Elias,2,m,2
Käthe,2,w,2
Felix,2,m,2
Marta,2,w,2
Finn,2,m,2
Melissa,2,w,2
Gabriel,2,m,2
Olivia,2,w,2
Gerhard,2,m,2
Paula,2,w,2
Jayden,2,m,2
Petra,2,w,2
Joachim,2,m,2
Rosa,2,w,2
Joel,2,m,2
Ruth,2,w,2
Johann,2,m,2
Sofie,2,w,2
Liam,2,m,2
Victoria,2,w,2
Linus,2,m,2
Viktoria,2,w,2
Luca,2,m,2
Martin,2,m,2
Matteo,2,m,2
Max,2,m,2
Maximilian,2,m,2
Michael,2,m,2
Noel,2,m,2
Oliver,2,m,2
Pascal,2,m,2
Peter,2,m,2
Theodor,2,m,2
Wilhelm,2,m,2
William,2,m,2
Alan,2,m,1
Alfred,2,m,1
Ansgar,2,m,1
Aaliyah,2,w,1
Arian,2,m,1
Ajla,2,w,1
Benjamin,2,m,1
Aleksandra,2,w,1
Béla,2,m,1
Alina,2,w,1
Colin,2,m,1
Aliya,2,w,1
Damian,2,m,1
Amelie,2,w,1
Dominik,2,m,1
Ava,2,w,1
Edgar,2,m,1
Daria,2,w,1
Emilian,2,m,1
Elena,2,w,1
Fabius,2,m,1
Elin,2,w,1
Falco,2,m,1
Elina,2,w,1
Florian,2,m,1
Elsa,2,w,1
Hamza,2,m,1
Emelie,2,w,1
Henri,2,m,1
Felice,2,w,1
Hugo,2,m,1
Frida,2,w,1
Jasper,2,m,1
Grace,2,w,1
Joel,2,m,1
Haylie,2,w,1
John,2,m,1
Ida,2,w,1
Jonah,2,m,1
Isabella,2,w,1
Jonas,2,m,1
Jamila,2,w,1
Jonathan,2,m,1
Joleen,2,w,1
Joshua,2,m,1
Klara,2,w,1
Julian,2,m,1
Laura,2,w,1
Leevi,2,m,1
Layla,2,w,1
Lennard,2,m,1
Leila,2,w,1
Leonardo,2,m,1
Leni,2,w,1
Lew,2,m,1
Lia,2,w,1
Lino,2,m,1
Lilly,2,w,1
Louis,2,m,1
Linda,2,w,1
Lucas,2,m,1
Linea,2,w,1
Mailo,2,m,1
Livia,2,w,1
Malik,2,m,1
Luna,2,w,1
Markus,2,m,1
Madina,2,w,1
Matei,2,m,1
Maya,2,w,1
Matheo,2,m,1
Melissa,2,w,1
Maurice,2,m,1
Mia,2,w,1
Max,2,m,1
Mira,2,w,1
Maximilian,2,m,1
Miriam,2,w,1
Milan,2,m,1
Nathalie,2,w,1
Milo,2,m,1
Nelli,2,w,1
Moritz,2,m,1
Romy,2,w,1
Noel,2,m,1
Rosalie,2,w,1
Phillip,2,m,1
Samira,2,w,1
Timo,2,m,1
Sara,2,w,1
Tobias,2,m,1
Sophie,2,w,1
Tom,2,m,1
Stella,2,w,1
Toni,2,m,1
Zoe,2,w,1
Tony,2,m,1
Tristan,2,m,1
Valentin,2,m,1
Vincent,2,m,1
Willi,2,m,1
