vorname,anzahl,geschlecht,position
Sophie,32,w,2
Marie,30,w,2
Mia,25,w,1
Ali,21,m,1
Emma,21,w,1
Mira,20,w,1
Elias,19,m,1
Adam,18,m,1
Ella,18,w,1
Paul,17,m,1
Lina,17,w,1
Leon,16,m,1
Liam,16,m,1
Elif,16,w,1
Maria,15,w,2
Louis,15,m,1
Emilia,15,w,1
Noah,15,m,1
Lea,15,w,1
Mila,15,w,1
Anton,13,m,1
Ben,13,m,1
Hannah,13,w,1
Luca,13,m,1
Charlotte,12,w,2
Amir,12,m,1
Felix,12,m,1
Moritz,12,m,1
Theo,12,m,1
Ömer,12,m,1
Friedrich,11,m,2
Paul,11,m,2
Charlotte,11,w,1
David,11,m,1
Jakob,11,m,1
Jonas,11,m,1
Karl,11,m,1
Lukas,11,m,1
Maximilian,11,m,1
Milan,11,m,1
Ali,10,m,2
Clara,10,w,1
Ela,10,w,1
Emily,10,w,1
Maria,10,w,1
Mariam,10,w,1
Emil,10,m,1
Emir,10,m,1
Omar,10,m,1
Alexander,9,m,2
Nur,9,w,2
Johanna,9,w,1
Lia,9,w,1
Paula,9,w,1
Sofia,9,w,1
Jonathan,9,m,1
Oskar,9,m,1
Luise,8,w,2
Amelie,8,w,1
Elina,8,w,1
Elisa,8,w,1
Luisa,8,w,1
Maya,8,w,1
Mina,8,w,1
Sophia,8,w,1
Yasmin,8,w,1
Daniel,8,m,1
Zeynep,8,w,1
Henry,8,m,1
Mert,8,m,1
Mohamad,8,m,1
Mohammad,8,m,1
Yusuf,8,m,1
Ben,7,m,2
Daniel,7,m,2
Jonathan,7,m,2
Johanna,7,w,2
Noah,7,m,2
Sophia,7,w,2
Aylin,7,w,1
Fatima,7,w,1
Greta,7,w,1
Ida,7,w,1
Leonie,7,w,1
Alexander,7,m,1
Lilly,7,w,1
Bruno,7,m,1
Marie,7,w,1
Erik,7,m,1
Nele,7,w,1
Ibrahim,7,m,1
Ilyas,7,m,1
Julian,7,m,1
Lucas,7,m,1
Niklas,7,m,1
Tom,7,m,1
Yasin,7,m,1
Can,6,m,2
Amelie,6,w,2
Jonas,6,m,2
Elisabeth,6,w,2
Maximilian,6,m,2
Valentin,6,m,2
Wolfgang,6,m,2
Frieda,6,w,1
Hanna,6,w,1
Helena,6,w,1
Jasmin,6,w,1
Leni,6,w,1
Maja,6,w,1
Meryem,6,w,1
Emre,6,m,1
Miray,6,w,1
Finn,6,m,1
Paulina,6,w,1
Hamza,6,m,1
Sara,6,w,1
Hussein,6,m,1
Levi,6,m,1
Mahmoud,6,m,1
Max,6,m,1
Mika,6,m,1
Muhammed,6,m,1
Ole,6,m,1
Valentin,6,m,1
Emilia,5,w,2
Leonie,5,w,2
Pauline,5,w,2
Benjamin,5,m,2
Efe,5,m,2
Elias,5,m,2
Levi,5,m,2
Peter,5,m,2
Amalia,5,w,1
Amira,5,w,1
Anna,5,w,1
