vorname,anzahl,geschlecht
Sophie,69,w
Marie,66,w
Alexander,44,m
Maximilian,44,m
Charlotte,41,w
Leon,37,m
Paul,36,m
Emily,35,w
Emma,35,w
Mia,34,w
Maria,33,w
Emil,32,m
Emilia,31,w
Elias,30,m
Anton,29,m
Luca,28,m
Sophia,28,w
Ben,27,m
Louis,27,m
Oskar,26,m
Luise,25,w
Noah,25,m
Anna,24,w
Pia,23,w
Felix,22,m
Marlene,22,w
Johanna,21,w
Leonie,21,w
Finn,20,m
Jonas,20,m
Theo,20,m
Lena,19,w
Lukas,18,m
Elisabeth,18,w
Max,18,m
Hanna,18,w
Pepe,18,m
Lea,18,w
Lilly,18,w
Melina,18,w
Fabian,17,m
Amelie,17,w
Karl,16,m
Liam,16,m
Luis,16,m
Helene,16,w
Tim,16,m
Isabella,16,w
Philipp,15,m
Jasmin,15,w
Laura,15,w
Nele,15,w
Henry,14,m
Tom,14,m
Alina,14,w
Pauline,14,w
Joel,13,m
John,13,m
Jonathan,13,m
Greta,13,w
Ole,13,m
Helena,13,w
Lisa,13,w
Aaron,12,m
Benjamin,12,m
Ida,12,w
Bruno,12,m
Lara,12,w
Daniel,12,m
Leni,12,w
David,12,m
Lina,12,w
Florian,12,m
Zoe,12,w
Fritz,12,m
Jeremy,12,m
Leonard,12,m
Michael,12,m
Oliver,12,m
Otto,12,m
Sebastian,12,m
Elisa,11,w
Elise,11,w
Ella,11,w
Josephine,11,w
Lotta,11,w
Luisa,11,w
Viktoria,11,w
Erik,11,m
Lucas,11,m
Maxim,11,m
Minh,11,m
Peter,11,m
Vincent,11,m
Lucy,10,w
Mila,10,w
Arthur,10,m
Hannes,10,m
Henri,10,m
Milan,10,m
Wilhelm,10,m
Elina,9,w
Hannah,9,w
Katharina,9,w
Maja,9,w
Paula,9,w
Victoria,9,w
Adrian,9,m
Constantin,9,m
Ferdinand,9,m
Georg,9,m
Johannes,9,m
Konstantin,9,m
Lennox,9,m
Leo,9,m
Levi,9,m
Matteo,9,m
Niklas,9,m
Raphael,9,m
Samuel,9,m
Theodor,9,m
Willi,9,m
Anni,8,w
Carlotta,8,w
Clara,8,w
Fiona,8,w
Isabell,8,w
Louisa,8,w
Lucia,8,w
Luna,8,w
Mara,8,w
Martha,8,w
Olivia,8,w
Rosa,8,w
Rose,8,w
Friedrich,8,m
Fynn,8,m
Jakob,8,m
Jan,8,m
Johann,8,m
Leopold,8,m
Marlon,8,m
Mika,8,m
Moritz,8,m
Nico,8,m
Richard,8,m
Timo,8,m
Valentin,8,m
Alma,7,w
Amy,7,w
Cataleya,7,w
Elsa,7,w
Finja,7,w
Joline,7,w
Klara,7,w
Lia,7,w
Louise,7,w
Mathilda,7,w
Michelle,7,w
Milena,7,w
Mira,7,w
Anh,7,m
Dean,7,m
Dominik,7,m
Eric,7,m
Gabriel,7,m
Jayden,7,m
Julian,7,m
Julien,7,m
Kevin,7,m
Lennard,7,m
Linus,7,m
Milo,7,m
Oscar,7,m
Phil,7,m
Tobias,7,m
Elena,6,w
Emelie,6,w
Frida,6,w
Frieda,6,w
Isabelle,6,w
Joleen,6,w
Jolie,6,w
Julia,6,w
Juna,6,w
Karla,6,w
Merle,6,w
Nina,6,w
Paulina,6,w
Rosalie,6,w
Sarah,6,w
Sofie,6,w
Tabea,6,w
Benedikt,6,m
Carlos,6,m
Damian,6,m
Emilio,6,m
Hugo,6,m
Jasper,6,m
Julius,6,m
Marc,6,m
Marcel,6,m
Marvin,6,m
Nils,6,m
Noel,6,m
Simon,6,m
Thomas,6,m
Till,6,m
Anastasia,5,w
Angelina,5,w
Anh,5,w
Annabelle,5,w
Antonia,5,w
Eva,5,w
Friederike,5,w
Helen,5,w
Hermine,5,w
Jolina,5,w
Kimberly,5,w
Magdalena,5,w
Maya,5,w
Melissa,5,w
Sara,5,w
Sofia,5,w
Zoey,5,w
Andreas,5,m
Christian,5,m
Edgar,5,m
Franz,5,m
Gustav,5,m
Heinrich,5,m
Jamie,5,m
Luka,5,m
Manfred,5,m
Manuel,5,m
Mark,5,m
Martin,5,m
Mateo,5,m
Mats,5,m
Mattis,5,m
Nick,5,m
Nicklas,5,m
Nicolas,5,m
René,5,m
Robert,5,m
Ryan,5,m
Taylor,5,m
Tony,5,m
