vorname,anzahl,geschlecht,position
Sophie,19,w,2
Marie,15,w,2
Emma,12,w,1
Emil,10,m,1
Luis,10,m,1
Charlotte,9,w,2
Charlotte,8,w,1
Jonas,8,m,1
Julius,8,m,1
Leon,8,m,1
Leonard,8,m,1
Ella,7,w,1
Emilia,7,w,1
Johanna,7,w,1
Mia,7,w,1
Benjamin,7,m,1
Sophia,7,w,1
Jonathan,7,m,1
Noah,7,m,1
Paul,7,m,1
Friedrich,6,m,2
Emma,6,w,2
Anna,6,w,1
Lea,6,w,1
Sophie,6,w,1
Anton,6,m,1
Felix,6,m,1
Louis,6,m,1
Emilia,5,w,2
Maria,5,w,2
Helena,5,w,1
Klara,5,w,1
Laura,5,w,1
Ben,5,m,1
Mathilda,5,w,1
Gabriel,5,m,1
Mila,5,w,1
Jakob,5,m,1
Mina,5,w,1
Milan,5,m,1
Nele,5,w,1
David,4,m,2
Emil,4,m,2
Elisabeth,4,w,2
Luise,4,w,2
Marlene,4,w,2
Sophia,4,w,2
Finn,4,m,1
Clara,4,w,1
Julian,4,m,1
Elena,4,w,1
Leo,4,m,1
Emily,4,w,1
Linus,4,m,1
Hanna,4,w,1
Luka,4,m,1
Lena,4,w,1
Maximilian,4,m,1
Leni,4,w,1
Oskar,4,m,1
Luna,4,w,1
Raphael,4,m,1
Marie,4,w,1
Tim,4,m,1
Pauline,4,w,1
Stella,4,w,1
Alexander,3,m,3
Otto,3,m,3
Peter,3,m,3
Adrian,3,m,2
Alexander,3,m,2
Anton,3,m,2
August,3,m,2
Caspar,3,m,2
Fritz,3,m,2
Johannes,3,m,2
Jonas,3,m,2
Ida,3,w,2
Louis,3,m,2
Lou,3,w,2
Manuel,3,m,2
Lucia,3,w,2
Maximilian,3,m,2
Victoria,3,w,2
Milan,3,m,2
Nicolas,3,m,2
Noah,3,m,2
Noel,3,m,2
Paul,3,m,2
Theodor,3,m,2
Adam,3,m,1
Adrian,3,m,1
Alva,3,w,1
Arthur,3,m,1
Amy,3,w,1
Bruno,3,m,1
Esther,3,w,1
Daniel,3,m,1
Hannah,3,w,1
David,3,m,1
Isabelle,3,w,1
Elias,3,m,1
Juna,3,w,1
Elyas,3,m,1
Lara,3,w,1
Erik,3,m,1
Leonie,3,w,1
Henri,3,m,1
Lia,3,w,1
Jannis,3,m,1
Liya,3,w,1
Johann,3,m,1
Lotta,3,w,1
Kilian,3,m,1
Luisa,3,w,1
Levin,3,m,1
Mayla,3,w,1
Max,3,m,1
Olivia,3,w,1
Maxim,3,m,1
Paulina,3,w,1
Nathan,3,m,1
Viktoria,3,w,1
Samuel,3,m,1
Theo,3,m,1
Thomas,3,m,1
Victor,3,m,1
Elisabeth,2,w,3
Maria,2,w,3
Wilhelm,2,m,3
Alea,2,w,2
Anna,2,w,2
Annabelle,2,w,2
Ella,2,w,2
Franziska,2,w,2
Helene,2,w,2
Arthur,2,m,2
Hermine,2,w,2
Bela,2,m,2
Isabella,2,w,2
Dennis,2,m,2
Isabelle,2,w,2
Dominik,2,m,2
Johanna,2,w,2
Elias,2,m,2
Josephine,2,w,2
Emilian,2,m,2
Lea,2,w,2
Enno,2,m,2
Leilani,2,w,2
Fernando,2,m,2
Linnea,2,w,2
Gabriel,2,m,2
Lotta,2,w,2
Jan,2,m,2
Lucie,2,w,2
Jonah,2,m,2
Lynn,2,w,2
Joseph,2,m,2
Mila,2,w,2
Lio,2,m,2
Riva,2,w,2
Lukas,2,m,2
Luke,2,m,2
Nikolas,2,m,2
Otto,2,m,2
Peter,2,m,2
Philipp,2,m,2
René,2,m,2
Selim,2,m,2
Vitus,2,m,2
Alice,2,w,1
Alma,2,w,1
Amanda,2,w,1
Ava,2,w,1
Aaron,2,m,1
Cecilia,2,w,1
Alexander,2,m,1
Chiara,2,w,1
Arne,2,m,1
Elif,2,w,1
Aron,2,m,1
Elisa,2,w,1
Bente,2,m,1
Emilie,2,w,1
Emilian,2,m,1
Frieda,2,w,1
Fynn,2,m,1
Friederike,2,w,1
Georg,2,m,1
Greta,2,w,1
Giovanni,2,m,1
Helene,2,w,1
Hans,2,m,1
Luana,2,w,1
Henning,2,m,1
Lucia,2,w,1
Henry,2,m,1
Lucie,2,w,1
Johannes,2,m,1
Luise,2,w,1
Jonah,2,m,1
Magdalena,2,w,1
Joshua,2,m,1
Maria,2,w,1
Justus,2,m,1
Matilda,2,w,1
Lennard,2,m,1
Maya,2,w,1
Lenny,2,m,1
Melina,2,w,1
Leonas,2,m,1
Melissa,2,w,1
Levi,2,m,1
Merle,2,w,1
Liam,2,m,1
Milla,2,w,1
Lian,2,m,1
Mira,2,w,1
Mateo,2,m,1
Naomi,2,w,1
Mats,2,m,1
Nina,2,w,1
Matti,2,m,1
Nora,2,w,1
Mattis,2,m,1
Romy,2,w,1
Mika,2,m,1
Ronja,2,w,1
Miran,2,m,1
Rosalie,2,w,1
Ole,2,m,1
Salome,2,w,1
Phil,2,m,1
Sofia,2,w,1
Philipp,2,m,1
Thea,2,w,1
Piet,2,m,1
Tilda,2,w,1
Richard,2,m,1
Simon,2,m,1
Theodor,2,m,1
Till,2,m,1
Tom,2,m,1
