vorname,anzahl,geschlecht,position
Noah,9,m,1
Elias,7,m,1
Ibrahim,7,m,1
Adam,6,m,1
Ali,6,m,1
Liam,6,m,1
Adam,5,m,2
Amaya,4,w,1
Lara,4,w,1
Mia,4,w,1
Sara,4,w,1
Bilal,4,m,1
Leon,4,m,1
Luca,4,m,1
Alexander,4,m,2
Ali,4,m,2
Amalia,3,w,1
Maria,3,w,1
Medina,3,w,1
Mila,3,w,1
Sophie,3,w,1
Zeynep,3,w,1
Ahmad,3,m,1
Alexander,3,m,1
Gabriel,3,m,1
Leonardo,3,m,1
Mehmet,3,m,1
Mohammed,3,m,1
Sam,3,m,1
Yasin,3,m,1
Sophie,3,w,2
Emil,3,m,2
Alia,2,w,1
Ayla,2,w,1
Eda,2,w,1
Ela,2,w,1
Eliana,2,w,1
Elif,2,w,1
Emma,2,w,1
Fatima,2,w,1
Flora,2,w,1
Hanna,2,w,1
Iva,2,w,1
Lea,2,w,1
Lejla,2,w,1
Lena,2,w,1
Liliana,2,w,1
Linda,2,w,1
Lou,2,w,1
Lujain,2,w,1
Luna,2,w,1
Mathilda,2,w,1
Melike,2,w,1
Mina,2,w,1
Mira,2,w,1
Niayesh,2,w,1
Nura,2,w,1
Rose,2,w,1
Sofia,2,w,1
Tamara,2,w,1
Theresa,2,w,1
Wilma,2,w,1
Adem,2,m,1
Ahmet,2,m,1
Aleksandar,2,m,1
Alpaslan,2,m,1
Amir,2,m,1
Anas,2,m,1
Anton,2,m,1
Antonio,2,m,1
Aron,2,m,1
Azad,2,m,1
Barış,2,m,1
Bruno,2,m,1
Daniel,2,m,1
Eric,2,m,1
Finn,2,m,1
Hasan,2,m,1
Jawad,2,m,1
Jona,2,m,1
Jonas,2,m,1
Leo,2,m,1
Levi,2,m,1
Lio,2,m,1
Lukas,2,m,1
Maurice,2,m,1
Maximilian,2,m,1
Mete,2,m,1
Milan,2,m,1
Milo,2,m,1
Miran,2,m,1
Miraç,2,m,1
Mladen,2,m,1
Mohammad,2,m,1
Muhammed,2,m,1
Mustafa,2,m,1
Omar,2,m,1
Rami,2,m,1
Taim,2,m,1
Theodor,2,m,1
Yussef,2,m,1
Zion,2,m,1
Anastasia,2,w,2
Clara,2,w,2
Dua,2,w,2
Emilia,2,w,2
Marie,2,w,2
Marlene,2,w,2
Rosa,2,w,2
Rut,2,w,2
Viktoria,2,w,2
Can,2,m,2
David,2,m,2
Elias,2,m,2
Emanuel,2,m,2
Emin,2,m,2
Fiete,2,m,2
Karl,2,m,2
Mustafa,2,m,2
