vorname,anzahl,geschlecht,position
Adam,29,m,1
David,26,m,1
Noah,25,m,1
Emilia,23,w,1
Marie,23,w,2
Emma,22,w,1
Lina,22,w,1
Emil,21,m,1
Maria,20,w,2
Paul,19,m,1
Ava,18,w,1
Mia,18,w,1
Elias,18,m,1
Milan,18,m,1
Charlotte,18,w,2
Lea,17,w,1
Leon,17,m,1
Malik,17,m,1
Theodor,17,m,1
Ella,16,w,1
Maya,16,w,1
Liam,16,m,1
Lio,16,m,1
Clara,15,w,1
Lia,15,w,1
Sara,15,w,1
Sophia,15,w,1
Leo,15,m,1
Louis,15,m,1
Oskar,15,m,1
Emilia,15,w,2
Cleo,14,w,1
Mila,14,w,1
Alexander,14,m,1
Ali,14,m,1
Felix,14,m,1
Alma,13,w,1
Luna,13,w,1
Karl,13,m,1
Levi,13,m,1
Lukas,13,m,1
Paul,13,m,2
Eva,12,w,1
Lena,12,w,1
Mina,12,w,1
Sofia,12,w,1
Amir,12,m,1
Bruno,12,m,1
Jakob,12,m,1
Milo,12,m,1
Elisabeth,12,w,2
Luise,12,w,2
Alva,11,w,1
Emily,11,w,1
Lisa,11,w,1
Mira,11,w,1
Ahmad,11,m,1
Anton,11,m,1
Ben,11,m,1
Benjamin,11,m,1
Ilyas,11,m,1
Alexander,11,m,2
Karl,11,m,2
Anna,10,w,1
Frieda,10,w,1
Helena,10,w,1
Jenny,10,w,1
Maria,10,w,1
Romy,10,w,1
Jonas,10,m,1
Leonard,10,m,1
Luca,10,m,1
Matteo,10,m,1
Sophia,10,w,2
Sophie,10,w,2
Noah,10,m,2
Theodor,10,m,2
Elisa,9,w,1
Frida,9,w,1
Johanna,9,w,1
Julia,9,w,1
Luisa,9,w,1
Marie,9,w,1
Max,9,m,1
Rio,9,m,1
Theo,9,m,1
Ömer,9,m,1
Johanna,9,w,2
Gabriel,9,m,2
Charlotte,8,w,1
Hanna,8,w,1
Ida,8,w,1
Lara,8,w,1
Leonie,8,w,1
Matilda,8,w,1
Medina,8,w,1
Nele,8,w,1
Sophie,8,w,1
Tilda,8,w,1
Zoe,8,w,1
Adrian,8,m,1
Carlo,8,m,1
Daniel,8,m,1
Elio,8,m,1
Frederik,8,m,1
Gabriel,8,m,1
Hamza,8,m,1
Jan,8,m,1
Leonardo,8,m,1
Luis,8,m,1
Mohammed,8,m,1
Muhammed,8,m,1
Ryan,8,m,1
Sam,8,m,1
Lucia,8,w,2
Anh,8,m,2
Hamza,8,m,2
Anh,8,w,3
Carla,7,w,1
Leni,7,w,1
Liv,7,w,1
Lola,7,w,1
Maja,7,w,1
Marlene,7,w,1
Nora,7,w,1
Rosa,7,w,1
Edgar,7,m,1
Enno,7,m,1
Ivan,7,m,1
Johann,7,m,1
Jonathan,7,m,1
Joshua,7,m,1
Julian,7,m,1
Maxim,7,m,1
Maximilian,7,m,1
Anh,7,w,2
Lou,7,w,2
Louise,7,w,2
Ali,7,m,2
Can,7,m,2
Felix,7,m,2
Jonathan,7,m,2
Khang,7,m,2
Maximilian,7,m,2
Noel,7,m,2
Peter,7,m,2
Alina,6,w,1
Amalia,6,w,1
Amelia,6,w,1
Carlotta,6,w,1
Edda,6,w,1
Elif,6,w,1
Elisabeth,6,w,1
Isabella,6,w,1
Juna,6,w,1
Liya,6,w,1
Lou,6,w,1
Louisa,6,w,1
Mai,6,w,1
Malak,6,w,1
Masal,6,w,1
Nina,6,w,1
Noa,6,w,1
Paulina,6,w,1
Victoria,6,w,1
Zümra,6,w,1
Finn,6,m,1
Hassan,6,m,1
Henry,6,m,1
Hugo,6,m,1
Ibrahim,6,m,1
Kian,6,m,1
Luan,6,m,1
Minh,6,m,1
Mohammad,6,m,1
Musa,6,m,1
Neo,6,m,1
Oliver,6,m,1
Valentin,6,m,1
William,6,m,1
Yusuf,6,m,1
Luna,6,w,2
Marlene,6,w,2
Rose,6,w,2
Valentina,6,w,2
Daniel,6,m,2
David,6,m,2
Elias,6,m,2
Johann,6,m,2
Leo,6,m,2
Leon,6,m,2
Levi,6,m,2
Malik,6,m,2
Minh,6,m,2
Samuel,6,m,2
Valentin,6,m,2
Ada,5,w,1
Anastasia,5,w,1
Annie,5,w,1
Aurora,5,w,1
Ayla,5,w,1
Fiona,5,w,1
Flora,5,w,1
Helin,5,w,1
Laura,5,w,1
Leyla,5,w,1
Linda,5,w,1
Olivia,5,w,1
Ruby,5,w,1
Viktoria,5,w,1
Wilma,5,w,1
Yara,5,w,1
Alex,5,m,1
Anthony,5,m,1
Aras,5,m,1
Arthur,5,m,1
Charlie,5,m,1
Elian,5,m,1
Erik,5,m,1
Fritz,5,m,1
Jonah,5,m,1
Levin,5,m,1
Lucas,5,m,1
Malek,5,m,1
Mark,5,m,1
Mateo,5,m,1
Mehmet,5,m,1
Mika,5,m,1
Miran,5,m,1
Niklas,5,m,1
Omar,5,m,1
Oscar,5,m,1
Otis,5,m,1
Robert,5,m,1
Samuel,5,m,1
Taha,5,m,1
Tom,5,m,1
Tommy,5,m,1
Younes,5,m,1
Helene,5,w,2
Viktoria,5,w,2
Anton,5,m,2
Ben,5,m,2
Benjamin,5,m,2
Friedrich,5,m,2
Ludwig,5,m,2
Michael,5,m,2
An,5,w,3
Vy,5,w,3
Adelina,4,w,1
Amelie,4,w,1
Amira,4,w,1
Anouk,4,w,1
Antonia,4,w,1
Camilla,4,w,1
Diana,4,w,1
Ellen,4,w,1
Elli,4,w,1
Elsa,4,w,1
Fatima,4,w,1
Finja,4,w,1
Hana,4,w,1
Hedi,4,w,1
Iris,4,w,1
Layan,4,w,1
Lilly,4,w,1
