vorname,anzahl,geschlecht
Marie,21,w
Maximilian,18,m
Alexander,17,m
Charlotte,17,w
Paul,17,m
Sophie,16,w
Elias,15,m
Emilia,15,w
Emil,15,m
Maria,13,w
Finn,13,m
Jonas,13,m
Theodor,13,m
Anna,12,w
Emma,12,w
Mia,12,w
Henry,12,m
Johanna,11,w
Anton,11,m
Luise,11,w
Erik,11,m
Mathilda,11,w
Jonathan,11,m
Noah,11,m
Elisabeth,10,w
Hanna,10,w
Felix,10,m
Merle,10,w
Friedrich,10,m
Sophia,10,w
Leon,10,m
Valentin,10,m
Elise,9,w
Greta,9,w
Ben,9,m
Karl,9,m
Lukas,9,m
Max,9,m
Amelie,8,w
Emily,8,w
Edgar,8,m
Joel,8,m
Leonard,8,m
Linus,8,m
Ole,8,m
Oskar,8,m
Theo,8,m
Tim,8,m
Clara,7,w
Ida,7,w
Matilda,7,w
Mira,7,w
Paula,7,w
Pia,7,w
Rosalie,7,w
Victoria,7,w
David,7,m
Fritz,7,m
Gustav,7,m
Louis,7,m
Mattis,7,m
Moritz,7,m
Elisa,6,w
Hannah,6,w
Helene,6,w
Lina,6,w
Mila,6,w
Stella,6,w
Julian,6,m
Julius,6,m
Leo,6,m
Liam,6,m
Pepe,6,m
Philipp,6,m
Richard,6,m
Ella,5,w
Isabell,5,w
Isabella,5,w
Jasmin,5,w
Lara,5,w
Lena,5,w
Lou,5,w
Louise,5,w
Melina,5,w
Aaron,5,m
Mina,5,w
Arthur,5,m
Nele,5,w
Bela,5,m
Pauline,5,w
Bruno,5,m
Ronja,5,w
Fabian,5,m
Sofia,5,w
Fiete,5,m
Jakob,5,m
Jasper,5,m
Joshua,5,m
Konstantin,5,m
Levi,5,m
Luca,5,m
Mika,5,m
Niklas,5,m
Oliver,5,m
Simon,5,m
Timo,5,m
Vincent,5,m
Wilhelm,5,m
Willi,5,m
Alexandra,4,w
Antonia,4,w
Elli,4,w
Fiona,4,w
Franziska,4,w
Frida,4,w
Gerda,4,w
Laura,4,w
Leonie,4,w
Lotta,4,w
Lucy,4,w
Luisa,4,w
Luna,4,w
Magdalena,4,w
Marlene,4,w
Amir,4,m
Martha,4,w
Carlo,4,m
Rosa,4,w
Erwin,4,m
Valentina,4,w
Ferdinand,4,m
Viktoria,4,w
Frederik,4,m
Fynn,4,m
Hendrik,4,m
Henri,4,m
Ian,4,m
Johann,4,m
Leopold,4,m
Lucas,4,m
Mats,4,m
Milan,4,m
Mio,4,m
Oscar,4,m
Peter,4,m
Robin,4,m
Tobias,4,m
Alva,3,w
Amira,3,w
Anastasia,3,w
Annabelle,3,w
Anni,3,w
Anouk,3,w
Carlotta,3,w
Christiane,3,w
Daria,3,w
Emilie,3,w
Enna,3,w
Friederike,3,w
Henriette,3,w
Hermine,3,w
Isabel,3,w
Adam,3,m
Jessica,3,w
Aiden,3,m
Julia,3,w
Ali,3,m
Juna,3,w
August,3,m
Lea,3,w
Benedikt,3,m
Leni,3,w
Caspar,3,m
Lilly,3,w
Constantin,3,m
Linh,3,w
Daniel,3,m
Linnea,3,w
Dieter,3,m
Lisa,3,w
Elijah,3,m
Livia,3,w
Emilian,3,m
Louane,3,w
Enno,3,m
Lucia,3,w
Erich,3,m
Madita,3,w
Franz,3,m
Mara,3,w
Jack,3,m
Marta,3,w
Jan,3,m
Melissa,3,w
