vorname,anzahl,geschlecht,position
Marie,63,w,2
Sophie,48,w,2
Charlotte,44,w,1
Emil,39,m,1
Mia,37,w,1
Oskar,36,m,1
Emilia,35,w,1
Anna,34,w,1
Felix,31,m,1
Ben,30,m,1
Alexander,29,m,2
Charlotte,29,w,2
Anton,29,m,1
Mila,29,w,1
Maria,28,w,2
Noah,27,m,1
Emma,27,w,1
Leonard,26,m,1
Lina,25,w,1
Karl,25,m,1
Leon,25,m,1
Alexander,24,m,1
Finn,24,m,1
Maximilian,24,m,1
Theodor,24,m,1
Ella,23,w,1
Jonas,23,m,1
Maximilian,22,m,2
Luise,22,w,2
Emily,22,w,1
Lena,22,w,1
Leonie,22,w,1
Henry,22,m,1
Paul,22,m,1
Frieda,21,w,1
Liam,21,m,1
Louis,21,m,1
Emilia,20,w,2
Theo,20,m,1
Tim,20,m,1
Lea,19,w,1
Marie,19,w,1
Elias,19,m,1
Leo,19,m,1
Mats,19,m,1
Max,19,m,1
Friedrich,18,m,2
Elisabeth,18,w,2
Clara,18,w,1
Ida,18,w,1
Mathilda,18,w,1
Sophia,18,w,1
Erik,18,m,1
Elias,17,m,2
Frida,17,w,1
Johanna,17,w,1
Henri,17,m,1
Anton,16,m,2
Greta,16,w,1
Hanna,16,w,1
Julia,16,w,1
Maja,16,w,1
Merle,16,w,1
Luca,16,m,1
Mika,16,m,1
Till,16,m,1
Michael,15,m,2
Paul,15,m,2
Theodor,15,m,2
Isabella,15,w,1
Leni,15,w,1
Lia,15,w,1
Maya,15,w,1
Adam,15,m,1
Nele,15,w,1
Arthur,15,m,1
Elina,14,w,1
Benjamin,14,m,1
Lara,14,w,1
Levi,14,m,1
Laura,14,w,1
Milan,14,m,1
Lilly,14,w,1
Moritz,14,m,1
Paula,14,w,1
Pepe,14,m,1
Johanna,13,w,2
David,13,m,2
Emil,13,m,2
Amelie,13,w,1
Aaron,13,m,1
Helena,13,w,1
Jakob,13,m,1
Klara,13,w,1
Luis,13,m,1
Matilda,13,w,1
Lukas,13,m,1
Mira,13,w,1
Niklas,13,m,1
Olivia,13,w,1
Samuel,13,m,1
Elise,12,w,2
Valentin,12,m,2
Hannah,12,w,1
Bruno,12,m,1
Marlene,12,w,1
Malte,12,m,1
Pauline,12,w,1
Milo,12,m,1
Tilda,12,w,1
Vincent,12,m,1
Karl,11,m,2
Lotta,11,w,1
Bela,11,m,1
Luisa,11,w,1
Carl,11,m,1
Luise,11,w,1
Julian,11,m,1
Nina,11,w,1
Julius,11,m,1
Sophie,11,w,1
Konstantin,11,m,1
