vorname,anzahl,geschlecht,position
Marie,18,w,2
Ben,18,m,1
Paul,17,m,1
Sophie,14,w,2
Emma,14,w,1
Leon,13,m,1
Charlotte,12,w,1
Emilia,12,w,1
Johanna,11,w,1
Marie,11,w,1
Mia,11,w,1
Leonard,10,m,1
Liam,10,m,1
Alexander,9,m,2
Emil,9,m,1
Finn,9,m,1
Jonas,9,m,1
Oskar,9,m,1
Lena,8,w,1
Alexander,8,m,1
Henry,8,m,1
Niklas,8,m,1
Charlotte,7,w,2
Maria,7,w,2
Amelie,7,w,1
Sophia,7,w,1
Erik,7,m,1
Fynn,7,m,1
Julian,7,m,1
Louis,7,m,1
David,6,m,2
Paul,6,m,2
Elisabeth,6,w,2
Anastasia,6,w,1
Lina,6,w,1
Melina,6,w,1
Anton,6,m,1
Benjamin,6,m,1
David,6,m,1
Karl,6,m,1
Theo,6,m,1
Ali,5,m,2
Michael,5,m,2
Alina,5,w,1
Elisabeth,5,w,1
Frieda,5,w,1
Hanna,5,w,1
Lara,5,w,1
Laura,5,w,1
Leonie,5,w,1
Lilly,5,w,1
Lucy,5,w,1
Dean,5,m,1
Luisa,5,w,1
Elias,5,m,1
Luise,5,w,1
Fabian,5,m,1
Mila,5,w,1
Leo,5,m,1
Mira,5,w,1
Nikita,5,m,1
Elias,4,m,2
Emma,4,w,2
Joel,4,m,2
Luca,4,m,2
Matheo,4,m,2
Maximilian,4,m,2
Peter,4,m,2
Theodor,4,m,2
Anna,4,w,1
Damian,4,m,1
Clara,4,w,1
Daniel,4,m,1
Elisa,4,w,1
Felix,4,m,1
Ella,4,w,1
Henri,4,m,1
Emily,4,w,1
Jack,4,m,1
Finja,4,w,1
Jakob,4,m,1
Klara,4,w,1
Lennard,4,m,1
Lia,4,w,1
Luca,4,m,1
Lisa,4,w,1
Lukas,4,m,1
Maya,4,w,1
Luke,4,m,1
Merle,4,w,1
Martin,4,m,1
Nele,4,w,1
Max,4,m,1
Paula,4,w,1
Moritz,4,m,1
Pia,4,w,1
Noah,4,m,1
Ole,4,m,1
Philipp,4,m,1
Sam,4,m,1
Tobias,4,m,1
Anh,3,w,3
Emily,3,w,2
Grace,3,w,2
Ida,3,w,2
Joleen,3,w,2
Leonie,3,w,2
Lisa,3,w,2
Daniel,3,m,2
Friedrich,3,m,2
Jayden,3,m,2
