vorname,anzahl,geschlecht,position
Marie,65,w,2
Sophie,61,w,2
Maria,60,w,2
Noah,39,m,1
Emilia,38,w,1
Paul,36,m,1
Charlotte,34,w,1
Jakob,31,m,1
Lina,31,w,1
Emil,30,m,1
Leon,30,m,1
Anna,29,w,1
Mira,28,w,1
Alexander,27,m,2
Elias,27,m,1
Mia,27,w,1
Mila,27,w,1
Anton,26,m,1
Felix,25,m,1
Emma,25,w,1
Greta,25,w,1
Maximilian,24,m,1
Jonathan,23,m,1
Ella,23,w,1
Johanna,23,w,1
Marie,23,w,1
Maximilian,22,m,2
Oskar,22,m,1
Theodor,22,m,1
Sophia,22,w,1
Adam,21,m,1
Ali,21,m,1
Finn,21,m,1
Max,21,m,1
Paul,20,m,2
Charlotte,20,w,2
Emilia,20,w,2
Clara,20,w,1
Elisa,20,w,1
Hannah,20,w,1
Luis,20,m,1
Milan,20,m,1
Theo,20,m,1
Lea,19,w,1
Alexander,19,m,1
David,19,m,1
Jonas,19,m,1
Julian,19,m,1
David,18,m,2
Valentin,18,m,2
Anna,18,w,2
Luise,18,w,2
Ava,18,w,1
Hanna,18,w,1
Lara,18,w,1
Matteo,18,m,1
Emily,17,w,1
Frida,17,w,1
Mina,17,w,1
Paula,17,w,1
Aaron,17,m,1
Sarah,17,w,1
Henry,17,m,1
Liam,17,m,1
Luca,17,m,1
Ali,16,m,2
Elena,16,w,1
Leonie,16,w,1
Maria,16,w,1
Ben,16,m,1
Maya,16,w,1
Gabriel,16,m,1
Olivia,16,w,1
Karl,16,m,1
Sophie,16,w,1
Louis,16,m,1
Moritz,16,m,1
Karl,15,m,2
Sophia,15,w,2
Ida,15,w,1
Nora,15,w,1
Lukas,15,m,1
Elisabeth,14,w,2
Amelie,14,w,1
Julius,14,m,1
Frieda,14,w,1
Leonard,14,m,1
Klara,14,w,1
Levi,14,m,1
Marlene,14,w,1
Malik,14,m,1
Matilda,14,w,1
Valentin,14,m,1
Anton,13,m,2
Benjamin,13,m,2
Can,13,m,2
Elias,13,m,2
Emil,13,m,2
Noah,13,m,2
Antonia,13,w,1
Joshua,13,m,1
Isabella,13,w,1
