vorname,anzahl,geschlecht
Marie,24,w
Luca,15,m
Leon,14,m
Sophie,13,w
Alexander,12,m
Maria,12,w
Maximilian,12,m
Charlotte,11,w
Elias,11,m
Emilia,11,w
Ali,10,m
Lina,9,w
Noah,9,m
Anna,8,w
David,8,m
Julian,8,m
Simon,8,m
Lea,7,w
Lena,7,w
Mia,7,w
Emil,7,m
Mira,7,w
Leo,7,m
Elisabeth,6,w
Aaron,6,m
Emily,6,w
Adrian,6,m
Hannah,6,w
Daniel,6,m
Nur,6,w
Milan,6,m
Sophia,6,w
Muhammed,6,m
Paul,6,m
Tim,6,m
Alina,5,w
Amelie,5,w
Elif,5,w
Adam,5,m
Elisa,5,w
Benjamin,5,m
Josephine,5,w
Damian,5,m
Lara,5,w
Finn,5,m
Luise,5,w
Louis,5,m
Zoe,5,w
Marco,5,m
Samuel,5,m
Tom,5,m
Amalia,4,w
Amy,4,w
Ella,4,w
Can,4,m
Emma,4,w
Dominik,4,m
Henriette,4,w
Florian,4,m
Hira,4,w
Gabriel,4,m
Isabella,4,w
Henry,4,m
Jolie,4,w
Joel,4,m
Julia,4,w
Jona,4,m
Katharina,4,w
Jonathan,4,m
Lucy,4,w
Liam,4,m
Martina,4,w
Martin,4,m
Mila,4,w
Michael,4,m
Naz,4,w
Mika,4,m
Nisa,4,w
Mohammed,4,m
Nora,4,w
Mustafa,4,m
Pauline,4,w
Nathan,4,m
Sofia,4,w
Nicolas,4,m
Ole,4,m
Oskar,4,m
Philipp,4,m
Pierre,4,m
Tiago,4,m
Yusuf,4,m
Amelia,3,w
Azra,3,w
Barbara,3,w
Bella,3,w
Ela,3,w
Emelie,3,w
Helin,3,w
Adem,3,m
Jennifer,3,w
Andreas,3,m
Jette,3,w
Ben,3,m
Johanna,3,w
Christian,3,m
Klara,3,w
Efe,3,m
Laura,3,w
Elyas,3,m
Leonie,3,w
Emre,3,m
Lisa,3,w
Fabian,3,m
Livia,3,w
Felix,3,m
Louisa,3,w
Frederik,3,m
Luana,3,w
Hans,3,m
Luna,3,w
Henri,3,m
Magdalena,3,w
Jan,3,m
Marina,3,w
Karim,3,m
Maya,3,w
Karl,3,m
Melek,3,w
Konstantin,3,m
Mina,3,w
Leonard,3,m
Samira,3,w
Linus,3,m
Tuana,3,w
Lukas,3,m
Valentina,3,w
Manuel,3,m
Valerie,3,w
Marlon,3,m
Vanessa,3,w
Mehmet,3,m
Zeynep,3,w
Muhammad,3,m
Niklas,3,m
Peter,3,m
Phil,3,m
Phillip,3,m
Rafael,3,m
Sebastian,3,m
Theodor,3,m
Viktor,3,m
William,3,m
Alexandra,2,w
Aleyna,2,w
Alia,2,w
Alice,2,w
Alin,2,w
Amira,2,w
Amélie,2,w
Anastasia,2,w
Anaïs,2,w
Angela,2,w
Ahmed,2,m
Anni,2,w
Alexandre,2,m
Annika,2,w
Aras,2,m
Arin,2,w
Arian,2,m
Aslı,2,w
Ayaz,2,m
Asmin,2,w
Baran,2,m
Aurora,2,w
Bastian,2,m
Beren,2,w
Bilal,2,m
Caroline,2,w
Constantin,2,m
Catalina,2,w
Damien,2,m
Ceylin,2,w
Damir,2,m
Christine,2,w
Dario,2,m
Clara,2,w
Denis,2,m
Dagmar,2,w
Elian,2,m
Dorothea,2,w
Emilio,2,m
Ece,2,w
Emin,2,m
Eda,2,w
Emir,2,m
Elena,2,w
Emirhan,2,m
Elin,2,w
Enes,2,m
Elke,2,w
Erik,2,m
Elli,2,w
Filip,2,m
Emely,2,w
Fritz,2,m
Ewa,2,w
Georg,2,m
Eylül,2,w
Giuseppe,2,m
Fiona,2,w
Hasan,2,m
Frida,2,w
Heinrich,2,m
Gabriela,2,w
Hüseyin,2,m
Greta,2,w
Ibrahim,2,m
Hanna,2,w
Ingo,2,m
Hazal,2,w
Jamal,2,m
Helene,2,w
Jamie,2,m
Ikra,2,w
Jamil,2,m
Janina,2,w
Jannick,2,m
Josefine,2,w
Jeremia,2,m
Juliane,2,w
John,2,m
Jutta,2,w
Jonas,2,m
Larissa,2,w
Jonte,2,m
Leyla,2,w
Jordan,2,m
Liliana,2,w
Joshua,2,m
Lilly,2,w
Jovan,2,m
Linda,2,w
Jürgen,2,m
Lotta,2,w
Kaan,2,m
Louise,2,w
Kai,2,m
Malina,2,w
Kerem,2,m
Mariam,2,w
Kilian,2,m
Mariella,2,w
Lars,2,m
Marlene,2,w
Lennard,2,m
Matilda,2,w
Lennart,2,m
Medina,2,w
Levi,2,m
Melina,2,w
Lewis,2,m
Melissa,2,w
Mahir,2,m
Merle,2,w
Marcel,2,m
Michelle,2,w
Mats,2,m
Miray,2,w
Maurice,2,m
Natalia,2,w
Max,2,m
Nele,2,w
Melvin,2,m
Olivia,2,w
Miraç,2,m
Paulina,2,w
Mohamed,2,m
Sarah,2,w
Moussa,2,m
Sofie,2,w
Nikolas,2,m
Stephanie,2,w
Nizar,2,m
Wilhelmine,2,w
Noel,2,m
Yade,2,w
Omar,2,m
Yara,2,w
Patrick,2,m
Zoey,2,w
Pepe,2,m
Piotr,2,m
Poyraz,2,m
Ronaldo,2,m
Sean,2,m
Stephan,2,m
Sven,2,m
Talha,2,m
Tamino,2,m
Timo,2,m
Tobias,2,m
Tomasz,2,m
Valentin,2,m
Vincent,2,m
Yunus,2,m
Ömer,2,m
