vorname,anzahl,geschlecht
Marie,118,w
Sophie,92,w
Charlotte,76,w
Maria,73,w
Maximilian,66,m
Alexander,53,m
Emilia,52,w
Elisabeth,50,w
Paul,49,m
Anna,49,w
Elias,47,m
Johanna,47,w
Sophia,47,w
Jakob,45,m
Noah,44,m
Anton,43,m
Emil,43,m
Jonathan,43,m
Emma,41,w
David,40,m
Moritz,40,m
Clara,35,w
Luise,35,w
Leonard,34,m
Jonas,33,m
Ella,33,w
Luisa,33,w
Benjamin,32,m
Oskar,32,m
Mira,31,w
Julian,30,m
Helene,29,w
Louis,27,m
Helena,27,w
Philipp,27,m
Marlene,27,w
Mia,27,w
Ali,26,m
Friedrich,26,m
Julius,26,m
Sofia,25,w
Felix,25,m
Vincent,25,m
Hannah,24,w
Johannes,24,m
Theodor,24,m
Valentin,24,m
Antonia,23,w
Elise,23,w
Emily,23,w
Victoria,23,w
Lukas,23,m
Lara,22,w
Lina,22,w
Joshua,22,m
Max,22,m
Greta,21,w
Mathilda,21,w
Carl,21,m
Daniel,21,m
Leon,21,m
Linus,21,m
Tim,21,m
Katharina,20,w
Lea,20,w
Paula,20,w
Karl,20,m
Leo,20,m
Levi,20,m
Alma,19,w
Rosa,19,w
Henry,19,m
Luis,19,m
Samuel,19,m
Ida,18,w
Josephine,18,w
Maya,18,w
Nora,18,w
Ben,18,m
Gabriel,18,m
Michael,18,m
Ava,17,w
Frida,17,w
Frieda,17,w
Laura,17,w
Lena,17,w
Arthur,17,m
Lucia,17,w
Christian,17,m
Mila,17,w
Constantin,17,m
Frederik,17,m
Jan,17,m
Carlotta,16,w
Matilda,16,w
Ferdinand,16,m
Finn,16,m
Georg,16,m
Malik,16,m
Raphael,16,m
Richard,16,m
Sebastian,16,m
Theo,16,m
Elisa,15,w
Hanna,15,w
Lotta,15,w
Paulina,15,w
Henri,15,m
Johann,15,m
Liam,15,m
Mateo,15,m
Lotte,14,w
Martha,14,w
Pauline,14,w
Valentina,14,w
Fabian,14,m
Konstantin,14,m
Oliver,14,m
Amelie,13,w
Eva,13,w
Isabella,13,w
Julia,13,w
Klara,13,w
Leni,13,w
Louise,13,w
Margarete,13,w
Can,13,m
Nina,13,w
Fritz,13,m
Nils,13,m
Amalia,12,w
Florentine,12,w
Jasper,12,m
Viktoria,12,w
Konrad,12,m
Luca,12,m
Martin,12,m
Milo,12,m
Ole,12,m
Simon,12,m
Emilie,11,w
Friederike,11,w
Lia,11,w
Magdalena,11,w
Nele,11,w
Sara,11,w
August,11,m
Damian,11,m
Erik,11,m
Leander,11,m
Mika,11,m
Tom,11,m
William,11,m
Franziska,10,w
Lilli,10,w
Louisa,10,w
Maja,10,w
Pia,10,w
Aaron,10,m
Emilio,10,m
Florian,10,m
Gustav,10,m
Jannis,10,m
Lucas,10,m
Mats,10,m
Maxim,10,m
Niklas,10,m
Pepe,10,m
Peter,10,m
Wilhelm,10,m
Aurelia,9,w
Carla,9,w
Elif,9,w
Leonie,9,w
Lisa,9,w
Melina,9,w
Merle,9,w
Tilda,9,w
Zoe,9,w
Adam,9,m
Adrian,9,m
Emir,9,m
Hans,9,m
Juri,9,m
Justus,9,m
Kilian,9,m
Leopold,9,m
Milan,9,m
Otto,9,m
Alina,8,w
Annika,8,w
Ela,8,w
Elena,8,w
Elsa,8,w
Felicitas,8,w
Henriette,8,w
Jana,8,w
Lou,8,w
Mina,8,w
Rosalie,8,w
Sarah,8,w
Stella,8,w
Theresa,8,w
Amir,8,m
Christopher,8,m
Clemens,8,m
Emilian,8,m
Franz,8,m
Heinrich,8,m
Hugo,8,m
Johan,8,m
Jona,8,m
Kurt,8,m
Leonardo,8,m
Matteo,8,m
Mohammed,8,m
Muhammed,8,m
Ruben,8,m
Titus,8,m
Tobias,8,m
Toni,8,m
Yusuf,8,m
Alexandra,7,w
Amélie,7,w
Dilara,7,w
Isabel,7,w
Isabelle,7,w
Josefine,7,w
Juna,7,w
Leyla,7,w
Lucie,7,w
Luna,7,w
Meryem,7,w
Nika,7,w
Nisa,7,w
Albert,7,m
Andreas,7,m
Bruno,7,m
Caspar,7,m
Christoph,7,m
Emanuel,7,m
Filip,7,m
Ibrahim,7,m
Jacob,7,m
Jannik,7,m
Joel,7,m
Ludwig,7,m
Maria,7,m
Mattis,7,m
Mehmet,7,m
Mustafa,7,m
