vorname,anzahl,geschlecht,position
Sophie,53,w,2
Emilia,51,w,1
Noah,47,m,1
Marie,40,w,2
Maria,38,w,2
Mila,37,w,1
Charlotte,36,w,1
Mia,34,w,1
Emil,34,m,1
Anton,32,m,1
Emma,31,w,1
Leon,31,m,1
Alma,30,w,1
Elias,30,m,1
Adam,29,m,1
Charlotte,29,w,2
Alexander,29,m,2
Liam,28,m,1
Maximilian,28,m,2
Jakob,27,m,1
Maya,26,w,1
Jonathan,26,m,1
Matteo,26,m,1
Emilia,26,w,2
Oskar,25,m,1
Ella,24,w,1
Lea,24,w,1
Maximilian,24,m,1
Paul,24,m,1
Leo,23,m,1
Levi,23,m,1
Mira,22,w,1
Paula,22,w,1
Theodor,22,m,1
Lina,21,w,1
Ali,21,m,1
Milo,21,m,1
Clara,20,w,1
Ida,20,w,1
Maria,20,w,1
Finn,20,m,1
Jonas,20,m,1
Luca,20,m,1
Ali,20,m,2
Olivia,19,w,1
David,19,m,1
Linus,19,m,1
Louis,19,m,1
Theo,19,m,1
Ela,18,w,1
Elena,18,w,1
Sophia,18,w,1
Alexander,18,m,1
Felix,18,m,1
Milan,18,m,1
Emil,18,m,2
Elif,17,w,1
Luna,17,w,1
Romy,17,w,1
Karl,17,m,1
Malik,17,m,1
Elisabeth,17,w,2
Anna,16,w,1
Elisa,16,w,1
Hanna,16,w,1
Lara,16,w,1
Leni,16,w,1
Leonie,16,w,1
Lia,16,w,1
Sara,16,w,1
Jonah,16,m,1
Johanna,16,w,2
Elias,16,m,2
Levi,16,m,2
Paul,16,m,2
Eva,15,w,1
Hannah,15,w,1
Johanna,15,w,1
Marie,15,w,1
Mina,15,w,1
Nora,15,w,1
Sophie,15,w,1
Tilda,15,w,1
Aaron,15,m,1
Bruno,15,m,1
Carl,15,m,1
Joshua,15,m,1
Lukas,15,m,1
Luise,15,w,2
Karl,15,m,2
Amelie,14,w,1
Carlotta,14,w,1
Frieda,14,w,1
Laura,14,w,1
Matilda,14,w,1
Ben,14,m,1
Hamza,14,m,1
Henry,14,m,1
Moritz,14,m,1
Lou,14,w,2
Lotta,13,w,1
Luise,13,w,1
Mara,13,w,1
Yuna,13,w,1
Henri,13,m,1
Julian,13,m,1
Julius,13,m,1
Mateo,13,m,1
Samuel,13,m,1
Valentin,13,m,1
Yusuf,13,m,1
Rosa,13,w,2
Leon,13,m,2
Lilly,12,w,1
Rosa,12,w,1
Arthur,12,m,1
Elyas,12,m,1
Leonard,12,m,1
Mika,12,m,1
Nur,12,w,2
Leonard,12,m,2
Oskar,12,m,2
Amalia,11,w,1
Emily,11,w,1
Klara,11,w,1
Lena,11,w,1
Liya,11,w,1
Mathilda,11,w,1
Adrian,11,m,1
Amir,11,m,1
Ilyas,11,m,1
Leonardo,11,m,1
Luis,11,m,1
Max,11,m,1
Tim,11,m,1
Lucia,11,w,2
Mathilda,11,w,2
Sophia,11,w,2
Friedrich,11,m,2
Jakob,11,m,2
Johann,11,m,2
Louis,11,m,2
Thomas,11,m,2
Valentin,11,m,2
Ava,10,w,1
Fiona,10,w,1
Helena,10,w,1
Malia,10,w,1
Marlene,10,w,1
Zoe,10,w,1
Can,10,m,1
Edgar,10,m,1
Elian,10,m,1
Emilio,10,m,1
Gabriel,10,m,1
Jona,10,m,1
Lian,10,m,1
Maxim,10,m,1
Ole,10,m,1
Robin,10,m,1
Anna,10,w,2
Katharina,10,w,2
Valentina,10,w,2
Leander,10,m,2
Alina,9,w,1
Amira,9,w,1
Asya,9,w,1
Cleo,9,w,1
Julia,9,w,1
Marla,9,w,1
Sofia,9,w,1
Aras,9,m,1
Franz,9,m,1
Friedrich,9,m,1
Juri,9,m,1
Justus,9,m,1
Kian,9,m,1
Lino,9,m,1
Lucas,9,m,1
Luka,9,m,1
Muhammed,9,m,1
Omar,9,m,1
Raphael,9,m,1
Rio,9,m,1
Simon,9,m,1
Carlotta,9,w,2
Elisa,9,w,2
Helene,9,w,2
Sofia,9,w,2
Felix,9,m,2
Finn,9,m,2
Gabriel,9,m,2
Georg,9,m,2
Michael,9,m,2
Noah,9,m,2
Richard,9,m,2
Alva,8,w,1
Anastasia,8,w,1
Aurora,8,w,1
Elea,8,w,1
Flora,8,w,1
Frida,8,w,1
Helene,8,w,1
Jana,8,w,1
Leyla,8,w,1
Louisa,8,w,1
Luisa,8,w,1
Maja,8,w,1
Martha,8,w,1
Medina,8,w,1
Meryem,8,w,1
Nina,8,w,1
Paulina,8,w,1
Philine,8,w,1
Talia,8,w,1
Victoria,8,w,1
Elio,8,m,1
Ibrahim,8,m,1
Janosch,8,m,1
Luan,8,m,1
Marlon,8,m,1
Matheo,8,m,1
Mats,8,m,1
Matti,8,m,1
Mohammad,8,m,1
Vincent,8,m,1
Ida,8,w,2
Louise,8,w,2
Luisa,8,w,2
Matilda,8,w,2
Rose,8,w,2
Victoria,8,w,2
Anton,8,m,2
David,8,m,2
Hans,8,m,2
Vincent,8,m,2
Ada,7,w,1
Alba,7,w,1
Antonia,7,w,1
Ayla,7,w,1
Elin,7,w,1
Elisabeth,7,w,1
Freya,7,w,1
Josephine,7,w,1
Karla,7,w,1
Lilli,7,w,1
Linda,7,w,1
Livia,7,w,1
Malina,7,w,1
Mariam,7,w,1
Melina,7,w,1
Mona,7,w,1
Nisa,7,w,1
