vorname,anzahl,geschlecht
Marie,27,w
Alexander,21,m
Mia,18,w
Sophie,16,w
Ben,13,m
Elias,13,m
Jonas,13,m
Charlotte,13,w
Emma,13,w
Felix,12,m
Finn,12,m
Oskar,12,m
Luca,11,m
Maximilian,11,m
Anna,10,w
Paul,10,m
Amelie,9,w
Jasmin,9,w
Sophia,9,w
Emilia,8,w
Florian,8,m
Emily,8,w
John,8,m
Richard,8,m
Johanna,7,w
Klara,7,w
Anton,7,m
Melina,7,w
Emil,7,m
Joel,7,m
Louis,7,m
Max,7,m
Michael,7,m
Noah,7,m
Philipp,7,m
Sebastian,7,m
Tom,7,m
Clara,6,w
Elisabeth,6,w
Hanna,6,w
Laura,6,w
Lena,6,w
Leonie,6,w
Lilly,6,w
Nele,6,w
Fabian,6,m
Fynn,6,m
Johannes,6,m
Leon,6,m
Luis,6,m
Lukas,6,m
Theo,6,m
Tim,6,m
Timo,6,m
Tobias,6,m
Alina,5,w
Aurora,5,w
Eva,5,w
Katharina,5,w
Lea,5,w
Lucy,5,w
Luise,5,w
Marlene,5,w
Mina,5,w
Nora,5,w
Sofia,5,w
Adrian,5,m
Arthur,5,m
Constantin,5,m
David,5,m
Gustav,5,m
Jan,5,m
Karl,5,m
Liam,5,m
Lucas,5,m
Milan,5,m
Nils,5,m
Raphael,5,m
Simon,5,m
Anni,4,w
Emely,4,w
Finja,4,w
Hannah,4,w
Helena,4,w
Isabell,4,w
Josephine,4,w
Julia,4,w
Lina,4,w
Lisa,4,w
Luisa,4,w
Maja,4,w
Matilda,4,w
Christian,4,m
Mila,4,w
Daniel,4,m
Miriam,4,w
Frank,4,m
Henri,4,m
Henry,4,m
Jannis,4,m
Johann,4,m
Julius,4,m
Levin,4,m
Maxim,4,m
Nikita,4,m
Pascal,4,m
Rafael,4,m
Stefan,4,m
Theodor,4,m
Vincent,4,m
Wolfgang,4,m
Alexandra,3,w
Anastasia,3,w
Annika,3,w
Ashley,3,w
Elena,3,w
Elina,3,w
Elisa,3,w
Elise,3,w
Fiona,3,w
Friederike,3,w
Greta,3,w
Josefine,3,w
Julie,3,w
Kimberly,3,w
Leni,3,w
Adam,3,m
Lia,3,w
Alex,3,m
Liv,3,w
Benjamin,3,m
Luna,3,w
Bruno,3,m
Maria,3,w
Collin,3,m
Melissa,3,w
Devin,3,m
Michelle,3,w
Eduard,3,m
Mira,3,w
Elia,3,m
Pauline,3,w
Erwin,3,m
Pia,3,w
Finley,3,m
Finnley,3,m
Frederik,3,m
Fritz,3,m
Hans,3,m
Ian,3,m
Jamie,3,m
Jason,3,m
Joshua,3,m
Klaus,3,m
Lennard,3,m
Lennox,3,m
Levi,3,m
Malte,3,m
Mario,3,m
Matthias,3,m
Milow,3,m
Moritz,3,m
Nick,3,m
Oliver,3,m
Otto,3,m
Ralf,3,m
Robert,3,m
Robin,3,m
Steffen,3,m
Taylor,3,m
Alexis,2,w
Alice,2,w
Anastasija,2,w
Annalena,2,w
Annie,2,w
Antonia,2,w
Carina,2,w
Carlotta,2,w
Chiara,2,w
Diana,2,w
Eleanor,2,w
Ella,2,w
Elli,2,w
Elvira,2,w
Evelyn,2,w
Fee,2,w
Freya,2,w
Frida,2,w
Frieda,2,w
Hailey,2,w
Heidi,2,w
Hope,2,w
Ida,2,w
Isabella,2,w
Jana,2,w
Jill,2,w
Aaron,2,m
Joleen,2,w
Alessio,2,m
Jolie,2,w
Alfred,2,m
Joline,2,w
Ali,2,m
Juliana,2,w
Artjom,2,m
Karina,2,w
Clark,2,m
Karoline,2,w
Connor,2,m
Kate,2,w
Damian,2,m
Kim,2,w
Denis,2,m
Liliana,2,w
Dennis,2,m
Lotta,2,w
Dexter,2,m
Lucia,2,w
Dominik,2,m
Lucie,2,w
Emilian,2,m
Malena,2,w
Erik,2,m
Malina,2,w
Ernst,2,m
Mara,2,w
Fabien,2,m
Mariella,2,w
Friedrich,2,m
Marleen,2,w
Gabriel,2,m
Maya,2,w
Gerhard,2,m
Melody,2,w
Hannes,2,m
Merle,2,w
Hendrik,2,m
Paula,2,w
Holger,2,m
Paulina,2,w
Hugo,2,m
Sarah,2,w
Ibrahim,2,m
Silvia,2,w
Jaden,2,m
Sofie,2,w
Jakob,2,m
Susanne,2,w
Jasper,2,m
Svea,2,w
Julian,2,m
Tabea,2,w
Jürgen,2,m
Thea,2,w
Kalle,2,m
Vanessa,2,w
Kian,2,m
Vera,2,w
Lars,2,m
Victoria,2,w
Leonard,2,m
Viktoria,2,w
Leopold,2,m
Wilhelmine,2,w
Lian,2,m
Winnifred,2,w
Manfred,2,m
Zoe,2,w
Marlon,2,m
Zoey,2,w
Martin,2,m
Marvin,2,m
Matheo,2,m
Mats,2,m
Mattis,2,m
Merlin,2,m
Miles,2,m
Milo,2,m
Muhammed,2,m
Niklas,2,m
Nino,2,m
Ole,2,m
Oscar,2,m
Owen,2,m
Patrick,2,m
Peter,2,m
Ragnar,2,m
Roland,2,m
Rune,2,m
Ryan,2,m
Said,2,m
Samuel,2,m
Sascha,2,m
Tamino,2,m
Tayler,2,m
Tony,2,m
Udo,2,m
Victor,2,m
Werner,2,m
William,2,m
Wyatt,2,m
