vorname,anzahl,geschlecht
Jona,5,m
Julien,5,m
Kevin,5,m
Lennard,5,m
Levin,5,m
Liam,5,m
Lion,5,m
Mahmut,5,m
Malik,5,m
Manuel,5,m
Marc,5,m
Marcel,5,m
Matheo,5,m
Maxim,5,m
Minh,5,m
Nils,5,m
Oscar,5,m
René,5,m
Sami,5,m
Stefan,5,m
Tristan,5,m
Victor,5,m
William,5,m
Yassin,5,m
Ömer,5,m
Aliyah,4,w
Amal,4,w
Amélie,4,w
Annabelle,4,w
Ayla,4,w
Cataleya,4,w
Damla,4,w
Dilara,4,w
Dorothea,4,w
Ecrin,4,w
Elea,4,w
Emelie,4,w
Esila,4,w
Evelina,4,w
Felicia,4,w
Filippa,4,w
Finja,4,w
Friederike,4,w
Hiranur,4,w
Iman,4,w
Jasmin,4,w
Julie,4,w
Karla,4,w
Lamis,4,w
Livia,4,w
Lydia,4,w
Mai,4,w
Malak,4,w
Mariam,4,w
Marta,4,w
Melek,4,w
Mimi,4,w
Minh,4,w
Miray,4,w
Miriam,4,w
My,4,w
Nur,4,w
Rahel,4,w
Romy,4,w
Safiya,4,w
Abdul,4,m
Salome,4,w
Adem,4,m
Selina,4,w
Arda,4,m
Ulrike,4,w
Aurel,4,m
Yağmur,4,w
Burak,4,m
Zeinab,4,w
Clemens,4,m
Zelal,4,w
Cornelius,4,m
Deniz,4,m
Edgar,4,m
Elyas,4,m
Emanuel,4,m
Filip,4,m
George,4,m
Gia,4,m
Hannes,4,m
Ilay,4,m
Ilyas,4,m
Jerzy,4,m
Joachim,4,m
Joseph,4,m
Joshua,4,m
Kaan,4,m
Kadir,4,m
Kerim,4,m
Kian,4,m
Kuzey,4,m
Laurin,4,m
Magnus,4,m
Mahir,4,m
Maria,4,m
Mario,4,m
Matteo,4,m
Matti,4,m
Metin,4,m
Milo,4,m
Mohammad,4,m
Nico,4,m
Nino,4,m
Noel,4,m
Osman,4,m
Quang,4,m
Ryan,4,m
Selim,4,m
Talha,4,m
Tiago,4,m
Timo,4,m
Viktor,4,m
Wolfgang,4,m
Adriana,3,w
Aimée,3,w
Aleyna,3,w
Alice,3,w
Alicia,3,w
Alyssa,3,w
Amine,3,w
Amy,3,w
Andrea,3,w
Angelina,3,w
Annabell,3,w
Anne,3,w
Annika,3,w
Augusta,3,w
Aya,3,w
Camilla,3,w
Cassandra,3,w
Catharina,3,w
Chayenne,3,w
Chloé,3,w
Christiane,3,w
Châu,3,w
Claire,3,w
Cleo,3,w
Cosima,3,w
Daria,3,w
Defne,3,w
Doris,3,w
Elanur,3,w
Eleni,3,w
Eleonora,3,w
Eliana,3,w
Elsa,3,w
Erika,3,w
Evin,3,w
Ewa,3,w
Felicitas,3,w
Fiona,3,w
Franka,3,w
Freya,3,w
Gerda,3,w
Golda,3,w
Alex,3,m
Helin,3,w
Amin,3,m
Ilayda,3,w
Andrei,3,m
Ingrid,3,w
Andrew,3,m
Iris,3,w
Angelo,3,m
Irma,3,w
Anh,3,m
Jasmina,3,w
Aras,3,m
Joanna,3,w
Balthasar,3,m
Joleen,3,w
Bastian,3,m
Juliane,3,w
Benedict,3,m
Julika,3,w
Bennet,3,m
Juna,3,w
Bogdan,3,m
Juno,3,w
Carlos,3,m
Karoline,3,w
Charles,3,m
Kim,3,w
Dennis,3,m
Kira,3,w
Dirk,3,m
Käthe,3,w
Ege,3,m
Laila,3,w
Emirhan,3,m
Lavinia,3,w
Eren,3,m
Leah,3,w
Ernesto,3,m
Leni,3,w
Fadel,3,m
Leonora,3,w
Fernando,3,m
Lieselotte,3,w
Gregor,3,m
Lilian,3,w
Hadi,3,m
Lilith,3,w
Halil,3,m
Lilli,3,w
Harald,3,m
Linh,3,w
Hatem,3,m
Liv,3,w
Heinrich,3,m
Malou,3,w
Henning,3,m
Margareta,3,w
Henrik,3,m
Mariella,3,w
Horst,3,m
Marla,3,w
İbrahim,3,m
Maryam,3,w
Ibrahima,3,m
Mathea,3,w
Ivan,3,m
Mathilde,3,w
Iwan,3,m
Maxima,3,w
Jakub,3,m
Melia,3,w
James,3,m
Melody,3,w
Jamie,3,m
Mercedes,3,w
Jannik,3,m
Merle,3,w
Juri,3,m
Minna,3,w
Jürgen,3,m
Mona,3,w
Kamil,3,m
Naomi,3,w
Kasimir,3,m
Narin,3,w
Kerem,3,m
Natalia,3,w
Kilian,3,m
Neele,3,w
Kristian,3,m
Nhi,3,w
Lars,3,m
Patricia,3,w
Leonidas,3,m
Philippa,3,w
Lorenz,3,m
Polina,3,w
Lothar,3,m
Rose,3,w
Lucian,3,m
Ruth,3,w
Lutz,3,m
Samantha,3,w
Mads,3,m
Silvia,3,w
Mahdi,3,m
Summer,3,w
Malte,3,m
Tamara,3,w
Mamadou,3,m
Tara,3,w
Marek,3,m
Tasnim,3,w
Marten,3,m
Teresa,3,w
Matthis,3,m
Tessa,3,w
Mattis,3,m
Theodora,3,w
Miguel,3,m
Tuana,3,w
Moussa,3,m
Yara,3,w
Muhamed,3,m
Zahra,3,w
Muhammet,3,m
Zahraa,3,w
Murat,3,m
Nathan,3,m
Niclas,3,m
Oktay,3,m
Onur,3,m
Pascal,3,m
Ricardo,3,m
Rudolf,3,m
Salih,3,m
Sam,3,m
Samir,3,m
Serkan,3,m
Taylan,3,m
Timon,3,m
Tobias,3,m
Tyler,3,m
Umut,3,m
Valentino,3,m
Werner,3,m
Wolf,3,m
Yiğit,3,m
Çınar,3,m
Abena,2,w
Adile,2,w
Ajla,2,w
Alana,2,w
Aleen,2,w
Alexis,2,w
Alisa,2,w
Alissar,2,w
Aliya,2,w
Almira,2,w
Amilia,2,w
Amira,2,w
An,2,w
Angel,2,w
Anja,2,w
Annabel,2,w
Antonie,2,w
Aylin,2,w
Barbara,2,w
Berna,2,w
Berra,2,w
Bảo,2,w
Achilleas,2,m
Camille,2,w
Adel,2,m
Cansu,2,w
Aiden,2,m
Cecilia,2,w
Alessio,2,m
Celeste,2,w
Alvin,2,m
Celia,2,w
Amar,2,m
Chanel,2,w
Andy,2,m
Charlott,2,w
Anelio,2,m
Chloe,2,w
Anis,2,m
Christina,2,w
Antoine,2,m
Clarissa,2,w
Aramis,2,m
Claudia,2,w
Ari,2,m
Colleen,2,w
Arian,2,m
Coralie,2,w
Arne,2,m
Daliyah,2,w
Aron,2,m
Daniela,2,w
Arun,2,m
Diana,2,w
Arvid,2,m
Dila,2,w
Ashraf,2,m
Dilay,2,w
Aurelius,2,m
Dilber,2,w
Ayan,2,m
Dina,2,w
Azad,2,m
Dora,2,w
Barış,2,m
Eda,2,w
Bartosz,2,m
Eden,2,w
Batu,2,m
Edith,2,w
Bela,2,m
Elaine,2,w
Benno,2,m
Eleanor,2,w
Berkay,2,m
Eleonore,2,w
Bernard,2,m
Elifsu,2,w
Bo,2,m
Elisija,2,w
Boris,2,m
Elke,2,w
Brian,2,m
Elli,2,w
Bảo,2,m
Else,2,w
Camilo,2,m
Emilija,2,w
Casper,2,m
Emily-Rose,2,w
Cem,2,m
Emmi,2,w
Charlie,2,m
Erin,2,w
Chris,2,m
Erva,2,w
Christopher,2,m
Eslem,2,w
Claudio,2,m
Esmeralda,2,w
Collin,2,m
Estelle,2,w
Cosmo,2,m
Evi,2,w
Damien,2,m
Faith,2,w
Danijel,2,m
Fee,2,w
Dario,2,m
Fernanda,2,w
Dastan,2,m
Florentine,2,w
Dominik,2,m
Frederike,2,w
Duc,2,m
Gabriele,2,w
Eduard,2,m
Ghotra,2,w
Efe,2,m
Gia,2,w
Elian,2,m
Grace,2,w
Elijah,2,m
Grete,2,w
Elliott,2,m
Hana,2,w
Elvis,2,m
Hatice,2,w
Emilian,2,m
Hedwig,2,w
Emmanuel,2,m
Heidi,2,w
Enis,2,m
Helen,2,w
Enno,2,m
Helga,2,w
Enrico,2,m
Hilal,2,w
Ensar,2,m
Hilda,2,w
Enver,2,m
Hilde,2,w
Eris,2,m
Hildegard,2,w
Ertuğrul,2,m
Ilka,2,w
Erwin,2,m
Ina,2,w
Etienne,2,m
Ira,2,w
Fabio,2,m
Irene,2,w
Fadi,2,m
Isabell,2,w
Fiete,2,m
Isra,2,w
Fin,2,m
Jamila,2,w
Firas,2,m
Jane,2,w
Floyd,2,m
Janine,2,w
Fred,2,m
Jenna,2,w
Frederic,2,m
Jessica,2,w
Frederick,2,m
Jolina,2,w
Fridolin,2,m
Joline,2,w
Furkan,2,m
Jonna,2,w
Gian,2,m
Josepha,2,w
Goran,2,m
Judith,2,w
Grzegorz,2,m
Jule,2,w
Güney,2,m
June,2,w
Habib,2,m
Karin,2,w
Heinz,2,m
Karlotta,2,w
Hisham,2,m
Karolina,2,w
Hudson,2,m
Kate,2,w
Hussain,2,m
Kiara,2,w
Huu,2,m
Laetitia,2,w
Ian,2,m
Lamar,2,w
İlhan,2,m
Larissa,2,w
Ismail,2,m
Latifah,2,w
Ivanov,2,m
Lavin,2,w
Janne,2,m
Layal,2,w
Jannick,2,m
Leila,2,w
Janosch,2,m
Lene,2,w
Janusz,2,m
Leonore,2,w
Jawad,2,m
Letizia,2,w
Jean,2,m
Liana,2,w
Jens,2,m
Liese,2,w
Jeremy,2,m
Liliana,2,w
Jermain,2,m
Lillith,2,w
Jesco,2,m
Linda,2,w
Johnny,2,m
Linnea,2,w
Jonah,2,m
Lisa-Marie,2,w
Jonte,2,m
Lisbeth,2,w
Joschua,2,m
Liyana,2,w
Josef,2,m
Loki,2,w
Joël,2,m
Lore,2,w
Junior,2,m
Lou,2,w
Junis,2,m
Luana,2,w
Justin,2,m
Lucija,2,w
Jörg,2,m
Ludmila,2,w
Kasper,2,m
Lupita,2,w
Kenan,2,m
Luzie,2,w
Khaled,2,m
Madlen,2,w
Khang,2,m
Mae,2,w
Khánh,2,m
Malia,2,w
Kirilov,2,m
Malika,2,w
Klaus,2,m
Manar,2,w
Kurt,2,m
Margarete,2,w
Lennox,2,m
Margarethe,2,w
Leonel,2,m
Mariana,2,w
Lev,2,m
Marie-Luise,2,w
Lewis,2,m
Marie-Sophie,2,w
Lexian,2,m
Mariya,2,w
Lian,2,m
Mary,2,w
Lino,2,m
Melanie,2,w
Louie,2,m
Melike,2,w
Luan,2,m
Melis,2,w
Luka,2,m
Merve,2,w
Maik,2,m
Michaela,2,w
Malek,2,m
Milla,2,w
Marcell,2,m
Nada,2,w
Marcus,2,m
Nadine,2,w
Marius,2,m
Nas,2,w
Mark,2,m
Nayla,2,w
Markus,2,m
Neela,2,w
Marlon,2,m
Nefeli,2,w
Matthew,2,m
Nelly,2,w
Maurice,2,m
Nika,2,w
Maxime,2,m
Nikol,2,w
Mehmed,2,m
Nikolayeva,2,w
Merlin,2,m
Nilay,2,w
Mete,2,m
Noel,2,w
Miran,2,m
Noemi,2,w
Mo,2,m
Octavia,2,w
Musa,2,m
Oriana,2,w
Nana,2,m
Ottilie,2,w
Nelson,2,m
Paulina,2,w
Nepomuk,2,m
Pelin,2,w
Nicholas,2,m
Penelope,2,w
Nick,2,m
Phan,2,w
Nicklas,2,m
Phương,2,w
Nicolaus,2,m
Pola,2,w
Nikolas,2,m
Princess,2,w
Nikolaus,2,m
Quynh,2,w
Osahenrumwen,2,m
Rabia,2,w
Ozan,2,m
Raya,2,w
Paolo,2,m
Rayan,2,w
Paweł,2,m
Reyyan,2,w
Phil,2,m
Rika,2,w
Phileas,2,m
Rita,2,w
Philip,2,m
Rojin,2,w
Phillip,2,m
Rosemarie,2,w
Piet,2,m
Roxana,2,w
Piotr,2,m
Rozerin,2,w
Quentin,2,m
Sabrina,2,w
Quirin,2,m
Safia,2,w
Raffael,2,m
Sandra,2,w
Rasmus,2,m
Sena,2,w
Rayan,2,m
Sevde,2,w
Rocco,2,m
Sherin,2,w
Roman,2,m
Shirin,2,w
Ronaldo,2,m
Simay,2,w
Ruben,2,m
Sofie,2,w
Rüzgar,2,m
Sueda,2,w
Sabri,2,m
Sultan,2,w
Said,2,m
Tala,2,w
Salim,2,m
Talia,2,w
Salvador,2,m
Talya,2,w
Samet,2,m
Tanem,2,w
Samson,2,m
Thanh,2,w
Santiago,2,m
Thea,2,w
Sascha,2,m
Thu,2,w
Seyit,2,m
Thảo,2,w
Simão,2,m
Tyra,2,w
Sinan,2,m
Valeria,2,w
Stephan,2,m
Vanessa,2,w
Sven,2,m
Vera,2,w
Tamer,2,m
Violetta,2,w
Taylor,2,m
Vladimirovna,2,w
Thies,2,m
Wanda,2,w
Thore,2,m
Wanja,2,w
Til,2,m
Wilhelmine,2,w
Tommy,2,m
Yade,2,w
Toni,2,m
Yuna,2,w
Uwe,2,m
Yến,2,w
Veit,2,m
Zainab,2,w
Vladimir,2,m
Zehra,2,w
Wojtek,2,m
Zeliha,2,w
Yakub,2,m
Zoey,2,w
Yared,2,m
Zoé,2,w
Youssef,2,m
Züleyha,2,w
Yunus,2,m
Zümra,2,w
Yusef,2,m
Zacharias,2,m
Zaid,2,m
