vorname,anzahl,geschlecht
Marie,27,w
Charlotte,19,w
Alexander,18,m
Paul,15,m
Sophie,14,w
Anna,12,w
Maria,12,w
Leon,10,m
Elisabeth,10,w
Anton,9,m
Maximilian,9,m
Noah,9,m
Emilia,9,w
Hanna,9,w
Mila,9,w
Jonas,8,m
Leonard,8,m
Luise,8,w
Maya,8,w
Benjamin,7,m
Elias,7,m
Leo,7,m
Louis,7,m
Helene,7,w
Theodor,7,m
Isabella,7,w
Lena,7,w
Lilly,7,w
Mia,7,w
David,6,m
Emil,6,m
Finn,6,m
Friedrich,6,m
Alexandra,6,w
Henry,6,m
Leonie,6,w
Karl,6,m
Marlene,6,w
Leopold,6,m
Levi,6,m
Lukas,6,m
Michael,6,m
Moritz,6,m
Amelie,5,w
Antonia,5,w
Clara,5,w
Ella,5,w
Emily,5,w
Aaron,5,m
Emma,5,w
Christian,5,m
Laura,5,w
Ferdinand,5,m
Sophia,5,w
Henri,5,m
Jakob,5,m
Jan,5,m
Jonathan,5,m
Joshua,5,m
Oskar,5,m
Valentin,5,m
Alice,4,w
Amelia,4,w
Elisa,4,w
Eva,4,w
Greta,4,w
Helena,4,w
Johanna,4,w
Ahmed,4,m
Lea,4,w
Arthur,4,m
Lina,4,w
Benedikt,4,m
Paula,4,w
Bruno,4,m
Felix,4,m
Liam,4,m
Luca,4,m
Max,4,m
Maxim,4,m
Milan,4,m
Samuel,4,m
Theo,4,m
Tom,4,m
Alina,3,w
Annika,3,w
Elena,3,w
Fabienne,3,w
Frieda,3,w
Helen,3,w
Isabel,3,w
Josephine,3,w
Julia,3,w
Klara,3,w
Adrian,3,m
Leni,3,w
Albert,3,m
Lilli,3,w
Daniel,3,m
Lisa,3,w
Erik,3,m
Maja,3,w
Fabian,3,m
Malou,3,w
Fritz,3,m
Mara,3,w
Georg,3,m
Margarete,3,w
Henrik,3,m
Marla,3,w
Jannik,3,m
Melina,3,w
Joel,3,m
Pia,3,w
Konstantin,3,m
Sarah,3,w
Leander,3,m
Victoria,3,w
Lennart,3,m
Viktoria,3,w
Lucas,3,m
Luis,3,m
Luka,3,m
Marlon,3,m
Milo,3,m
Peter,3,m
Richard,3,m
Viktor,3,m
Yasin,3,m
Youssef,3,m
Alexis,2,w
Alisa,2,w
Angelina,2,w
Augusta,2,w
Aurelia,2,w
Carlotta,2,w
Diana,2,w
Elina,2,w
Elise,2,w
Finja,2,w
Adam,2,m
Frederike,2,w
Amon,2,m
Freyja,2,w
Andreas,2,m
Hannah,2,w
Asher,2,m
Henriette,2,w
August,2,m
Hilde,2,w
Aurelius,2,m
Ida,2,w
Bennet,2,m
Isabell,2,w
Bent,2,m
Jana,2,w
Carlo,2,m
Josefine,2,w
Cem,2,m
Kaja,2,w
Charlie,2,m
Karoline,2,w
Charly,2,m
Katharina,2,w
Damian,2,m
Lara,2,w
Dominik,2,m
Leyla,2,w
Elian,2,m
Lia,2,w
Ennio,2,m
Lily,2,w
Franz,2,m
Liv,2,w
Frederik,2,m
Lou,2,w
Gabriel,2,m
Lucia,2,w
George,2,m
Mailin,2,w
Gerhard,2,m
Marianne,2,w
Gregor,2,m
Marleen,2,w
Heinrich,2,m
Martha,2,w
Horst,2,m
Mia-Sophie,2,w
Johann,2,m
Michelle,2,w
Johannes,2,m
Milena,2,w
Jona,2,m
Mira,2,w
Julian,2,m
Miriam,2,w
Juri,2,m
Nala,2,w
Justus,2,m
Nele,2,w
Kaan,2,m
Nora,2,w
Kaito,2,m
Pauline,2,w
Kian,2,m
Rosalie,2,w
Ludwig,2,m
Sofia,2,w
Luke,2,m
Zoe,2,w
Marc,2,m
Mark,2,m
Markus,2,m
Martin,2,m
Marvin,2,m
Mattes,2,m
Mika,2,m
Nikolai,2,m
Nils,2,m
Noel,2,m
Patrice,2,m
Philip,2,m
Philipp,2,m
Rafael,2,m
Robin,2,m
Thomas,2,m
Tilo,2,m
Tim,2,m
Tino,2,m
Tobias,2,m
Tristan,2,m
Victor,2,m
Vincent,2,m
William,2,m
Yannis,2,m
