vorname,anzahl,geschlecht,position
Marie,47,w,2
Sophie,41,w,2
Noah,33,m,1
Mia,30,w,1
Maria,29,w,2
Paul,27,m,1
Alexander,26,m,2
Emil,26,m,1
Ben,23,m,1
Elias,22,m,1
Charlotte,21,w,1
Felix,21,m,1
Emilia,20,w,1
Anton,20,m,1
Emma,19,w,1
Louis,18,m,1
Mira,17,w,1
Liam,17,m,1
Charlotte,16,w,2
Emily,16,w,1
Sophia,16,w,1
Erik,16,m,1
Jakob,16,m,1
Lukas,16,m,1
Emilia,15,w,2
Ella,15,w,1
Jonas,15,m,1
Oskar,15,m,1
Maximilian,14,m,2
Anna,14,w,1
Ida,14,w,1
Lilly,14,w,1
Adam,14,m,1
Leon,14,m,1
Theo,14,m,1
Luise,13,w,2
Lina,13,w,1
Marie,13,w,1
Mila,13,w,1
David,13,m,1
Finn,13,m,1
Juna,12,w,1
Lea,12,w,1
Sophie,12,w,1
David,11,m,2
Elisabeth,11,w,2
Helena,11,w,1
Josephine,11,w,1
Julian,11,m,1
Julia,11,w,1
Karl,11,m,1
Lara,11,w,1
Milan,11,m,1
Leonie,11,w,1
Elias,10,m,2
Luca,10,m,2
Johanna,10,w,2
Benjamin,10,m,1
Elena,10,w,1
Fabian,10,m,1
Frieda,10,w,1
Henry,10,m,1
Hanna,10,w,1
Leo,10,m,1
Hannah,10,w,1
Moritz,10,m,1
Johanna,10,w,1
Vincent,10,m,1
Lena,10,w,1
Leni,10,w,1
Nora,10,w,1
Louis,9,m,2
Sophia,9,w,2
Alexander,9,m,1
Max,9,m,1
Milo,9,m,1
Tim,9,m,1
Amelie,9,w,1
Valentin,9,m,1
Greta,9,w,1
Lia,9,w,1
Lotta,9,w,1
Mathilda,9,w,1
Nele,9,w,1
Paula,9,w,1
Pia,9,w,1
Sofia,9,w,1
Emil,8,m,2
Isabella,8,w,2
Daniel,8,m,1
Jan,8,m,1
Jonathan,8,m,1
Joshua,8,m,1
Julius,8,m,1
Leonard,8,m,1
Luca,8,m,1
Marlon,8,m,1
Amelia,8,w,1
Raphael,8,m,1
Amy,8,w,1
Tom,8,m,1
Clara,8,w,1
Elise,8,w,1
Laura,8,w,1
Luise,8,w,1
Luna,8,w,1
Maja,8,w,1
Olivia,8,w,1
Valentina,8,w,1
Ben,7,m,2
Can,7,m,2
Felix,7,m,2
Jakob,7,m,2
Amalia,7,w,2
Levi,7,m,2
Lucia,7,w,2
Paul,7,m,2
Victoria,7,w,2
Samuel,7,m,2
Adrian,7,m,1
Jona,7,m,1
Jonah,7,m,1
Linus,7,m,1
Luis,7,m,1
Nicolas,7,m,1
Niklas,7,m,1
Ava,7,w,1
Elisabeth,7,w,1
Flora,7,w,1
Isabella,7,w,1
Lisa,7,w,1
Louisa,7,w,1
Malia,7,w,1
Mara,7,w,1
Matilda,7,w,1
Mina,7,w,1
Sara,7,w,1
Zoe,7,w,1
Katharina,6,w,2
Anton,6,m,2
Louisa,6,w,2
Joel,6,m,2
Rosa,6,w,2
Lukas,6,m,2
Rose,6,w,2
Maxim,6,m,2
Michael,6,m,2
Sebastian,6,m,2
Ali,6,m,1
Arthur,6,m,1
Bruno,6,m,1
Emir,6,m,1
Eric,6,m,1
Jannis,6,m,1
Johann,6,m,1
Lennard,6,m,1
Lennox,6,m,1
Leopold,6,m,1
Levi,6,m,1
Matteo,6,m,1
Alma,6,w,1
Maximilian,6,m,1
Anastasia,6,w,1
Pepe,6,m,1
Cataleya,6,w,1
Rafael,6,m,1
Maria,6,w,1
Theodor,6,m,1
Paulina,6,w,1
Ronja,6,w,1
Thea,6,w,1
Tilda,6,w,1
Barbara,5,w,2
Fabienne,5,w,2
Helene,5,w,2
Andreas,5,m,2
Louise,5,w,2
Benjamin,5,m,2
Magdalena,5,w,2
Friedrich,5,m,2
Marleen,5,w,2
Fritz,5,m,2
Martha,5,w,2
Gabriel,5,m,2
Mathilda,5,w,2
Henri,5,m,2
Matilda,5,w,2
Jan,5,m,2
Jonathan,5,m,2
Noah,5,m,2
Noel,5,m,2
Rafael,5,m,2
Raphael,5,m,2
Aaron,5,m,1
Denis,5,m,1
Emilian,5,m,1
Enes,5,m,1
Ada,5,w,1
Fiete,5,m,1
Alva,5,w,1
Frederik,5,m,1
Amira,5,w,1
Fritz,5,m,1
Aurelia,5,w,1
Ilyas,5,m,1
Carlotta,5,w,1
Jamie,5,m,1
Eva,5,w,1
Janosch,5,m,1
Finja,5,w,1
Jasper,5,m,1
Fiona,5,w,1
Kilian,5,m,1
Frida,5,w,1
Lennart,5,m,1
Klara,5,w,1
Mateo,5,m,1
Melissa,5,w,1
Mattis,5,m,1
Milena,5,w,1
Mohammad,5,m,1
Sarah,5,w,1
Phil,5,m,1
Selma,5,w,1
Samuel,5,m,1
Simon,5,m,1
Till,5,m,1
Vito,5,m,1
Yasin,5,m,1
Marie,4,w,3
Amelie,4,w,2
Anna,4,w,2
Carlotta,4,w,2
Elena,4,w,2
Greta,4,w,2
Isabel,4,w,2
Albert,4,m,2
Jasmin,4,w,2
Arthur,4,m,2
Lea,4,w,2
Constantin,4,m,2
Lia,4,w,2
Daniel,4,m,2
Marlene,4,w,2
Erik,4,m,2
Pauline,4,w,2
Finn,4,m,2
Sofie,4,w,2
Johann,4,m,2
Valentina,4,w,2
Joshua,4,m,2
Leander,4,m,2
Leon,4,m,2
Leonard,4,m,2
Matthias,4,m,2
Mika,4,m,2
Moritz,4,m,2
Ole,4,m,2
Peter,4,m,2
Robert,4,m,2
Valentin,4,m,2
Werner,4,m,2
Alexandra,4,w,1
Annika,4,w,1
Antonia,4,w,1
Diana,4,w,1
Elsa,4,w,1
Ahmad,4,m,1
Helene,4,w,1
Ahmed,4,m,1
Isabelle,4,w,1
Alessio,4,m,1
Karla,4,w,1
August,4,m,1
Linda,4,w,1
Edgar,4,m,1
Lola,4,w,1
Elijah,4,m,1
Lore,4,w,1
Friedrich,4,m,1
Lucy,4,w,1
Fynn,4,m,1
Malina,4,w,1
Hannes,4,m,1
Marlene,4,w,1
Ilay,4,m,1
Melia,4,w,1
Justus,4,m,1
Milla,4,w,1
Kai,4,m,1
Romy,4,w,1
Leander,4,m,1
Rosalie,4,w,1
Leonas,4,m,1
Viktoria,4,w,1
Lian,4,m,1
Wilma,4,w,1
Lion,4,m,1
Zoey,4,w,1
Marc,4,m,1
Matti,4,m,1
Maxim,4,m,1
Mika,4,m,1
Miran,4,m,1
Mohamed,4,m,1
Niclas,4,m,1
Philipp,4,m,1
Sam,4,m,1
Tamino,4,m,1
Tobias,4,m,1
Toni,4,m,1
Yusuf,4,m,1
Michael,3,m,3
Sebastian,3,m,3
Elisabeth,3,w,3
Katharina,3,w,3
Luise,3,w,3
Martha,3,w,3
Alessia,3,w,2
Aurelia,3,w,2
Clara,3,w,2
Edith,3,w,2
Elisa,3,w,2
Emilie,3,w,2
Esther,3,w,2
Feline,3,w,2
Gabriele,3,w,2
Ida,3,w,2
Isabell,3,w,2
Joline,3,w,2
Ali,3,m,2
Josefine,3,w,2
Aras,3,m,2
Julie,3,w,2
August,3,m,2
Juna,3,w,2
Benedikt,3,m,2
Laura,3,w,2
Caspar,3,m,2
Leni,3,w,2
Christian,3,m,2
Leonie,3,w,2
Christopher,3,m,2
Lina,3,w,2
Elia,3,m,2
Liv,3,w,2
Emanuel,3,m,2
Lou,3,w,2
Fiete,3,m,2
Luisa,3,w,2
Henry,3,m,2
Luna,3,w,2
Jasper,3,m,2
Marlen,3,w,2
Karl,3,m,2
May,3,w,2
Kurt,3,m,2
Melissa,3,w,2
Liam,3,m,2
Monika,3,w,2
Lio,3,m,2
Paula,3,w,2
Luis,3,m,2
Rosalie,3,w,2
Manuel,3,m,2
Salome,3,w,2
Markus,3,m,2
Viktoria,3,w,2
Mateo,3,m,2
Max,3,m,2
Oskar,3,m,2
Otto,3,m,2
Rainer,3,m,2
Rio,3,m,2
Siegfried,3,m,2
Theodor,3,m,2
Thomas,3,m,2
Tim,3,m,2
Viktor,3,m,2
Vincent,3,m,2
Willi,3,m,2
Yasin,3,m,2
Adelina,3,w,1
Alessia,3,w,1
Alina,3,w,1
Amalia,3,w,1
Amina,3,w,1
Annabell,3,w,1
Aylin,3,w,1
Edda,3,w,1
Ela,3,w,1
Ellen,3,w,1
Elli,3,w,1
Enie,3,w,1
Freya,3,w,1
Aiden,3,m,1
Hailey,3,w,1
Antoine,3,m,1
Henriette,3,w,1
Antonio,3,m,1
Hermine,3,w,1
Armin,3,m,1
Isabel,3,w,1
Benedikt,3,m,1
Jasmin,3,w,1
Bennet,3,m,1
Lenia,3,w,1
Carlo,3,m,1
Leyla,3,w,1
Darian,3,m,1
Liv,3,w,1
Deniz,3,m,1
Luisa,3,w,1
Dominik,3,m,1
Magdalena,3,w,1
Elyas,3,m,1
Marla,3,w,1
Florian,3,m,1
Medina,3,w,1
Frederick,3,m,1
Melina,3,w,1
Hamza,3,m,1
Melody,3,w,1
Henrik,3,m,1
Meryem,3,w,1
Ibrahim,3,m,1
Ruby,3,w,1
Ivo,3,m,1
Skylar,3,w,1
Jacob,3,m,1
Xenia,3,w,1
Jamal,3,m,1
Ylva,3,w,1
Jayden,3,m,1
Yuna,3,w,1
John,3,m,1
Juri,3,m,1
Konstantin,3,m,1
Kuzey,3,m,1
Leandro,3,m,1
Luke,3,m,1
Malik,3,m,1
Malte,3,m,1
Marcel,3,m,1
Marius,3,m,1
Mike,3,m,1
Miko,3,m,1
Mio,3,m,1
Mohamad,3,m,1
Muhammed,3,m,1
Neo,3,m,1
