vorname,anzahl,geschlecht,position
Marie,12,w,2
Sophie,11,w,2
Felix,11,m,1
Emilia,11,w,1
Paul,11,m,1
Charlotte,10,w,1
Anton,10,m,1
Ella,10,w,1
Linus,10,m,1
Paul,9,m,2
Lena,9,w,1
Ben,9,m,1
Leon,9,m,1
Maximilian,9,m,1
Noah,9,m,1
Elisabeth,8,w,2
Luise,8,w,2
Lara,8,w,1
Mia,8,w,1
Maria,7,w,2
Leonie,7,w,1
Lia,7,w,1
Emil,7,m,1
Mathilda,7,w,1
Fritz,7,m,1
Henry,7,m,1
Jonas,7,m,1
Lukas,7,m,1
Matteo,7,m,1
Moritz,7,m,1
Emma,6,w,1
Frieda,6,w,1
Ida,6,w,1
Jasmin,6,w,1
Karla,6,w,1
Lotta,6,w,1
Elias,6,m,1
Marlene,6,w,1
Jonathan,6,m,1
Merle,6,w,1
Liam,6,m,1
Mila,6,w,1
Theo,6,m,1
Sophia,6,w,1
Alexander,5,m,2
Elias,5,m,2
Emil,5,m,2
Martin,5,m,2
Valentin,5,m,2
Charlotte,5,w,2
Marlene,5,w,2
Rose,5,w,2
Valentina,5,w,2
Adam,5,m,1
Emily,5,w,1
Konstantin,5,m,1
Hailey,5,w,1
Lasse,5,m,1
Hanna,5,w,1
Leo,5,m,1
Lina,5,w,1
Lino,5,m,1
Mara,5,w,1
Oskar,5,m,1
Mira,5,w,1
Pepe,5,m,1
Nora,5,w,1
Till,5,m,1
Paula,5,w,1
Sophie,5,w,1
Friedrich,4,m,2
Carlotta,4,w,2
Mathilda,4,w,2
Arthur,4,m,1
David,4,m,1
Alva,4,w,1
Erik,4,m,1
Anna,4,w,1
Finn,4,m,1
Helena,4,w,1
Jonah,4,m,1
Johanna,4,w,1
Leopold,4,m,1
Leni,4,w,1
Luca,4,m,1
Luna,4,w,1
Luke,4,m,1
Minna,4,w,1
Max,4,m,1
Valentina,4,w,1
Oliver,4,m,1
Valentin,4,m,1
Vincent,4,m,1
Sophie,3,w,3
Dean,3,m,2
Gabriel,3,m,2
Henry,3,m,2
Johann,3,m,2
Leon,3,m,2
Amalia,3,w,2
Maximilian,3,m,2
Ella,3,w,2
Oliver,3,m,2
Emilia,3,w,2
Oskar,3,m,2
Ida,3,w,2
Madita,3,w,2
Alma,3,w,1
Amalia,3,w,1
Clara,3,w,1
Alexander,3,m,1
Edda,3,w,1
Arne,3,m,1
