vorname,anzahl,geschlecht
Charlotte,64,w
Marie,51,w
Sophie,50,w
Anton,42,m
Emma,42,w
Maria,42,w
Emil,41,m
Ali,40,m
Alexander,39,m
Anna,39,w
Leon,37,m
Mia,37,w
Elias,35,m
Karl,33,m
Paul,33,m
Oskar,31,m
Luise,30,w
Felix,30,m
Ella,29,w
Noah,29,m
Johanna,28,w
Henry,28,m
Jonas,27,m
Paula,26,w
Jonathan,26,m
Maximilian,26,m
Emilia,24,w
Mira,24,w
Jakob,24,m
Valentin,24,m
Elisabeth,23,w
Ida,23,w
Julius,23,m
Sophia,22,w
Moritz,22,m
Mila,21,w
Adam,21,m
Ben,21,m
David,21,m
Friedrich,21,m
Louis,21,m
Lukas,21,m
Clara,20,w
Hannah,20,w
Julia,19,w
Lina,19,w
Marlene,19,w
Olivia,19,w
Liam,19,m
Luca,19,m
Alma,18,w
Anh,18,w
Carl,18,m
Levi,18,m
Michael,18,m
Carlotta,17,w
Helene,17,w
Lea,17,w
Benjamin,17,m
Henri,17,m
Milan,17,m
Elisa,16,w
Emily,16,w
Maja,16,w
Maya,16,w
Nora,16,w
Daniel,16,m
Rosa,16,w
Leo,16,m
Luis,16,m
Max,16,m
Minh,16,m
Theodor,16,m
Tony,16,m
Erik,15,m
Finn,15,m
Milo,15,m
Niklas,15,m
Vincent,15,m
Elif,14,w
Martha,14,w
Mina,14,w
Johann,14,m
Leonard,14,m
Leopold,14,m
Theo,14,m
Yusuf,14,m
Lia,13,w
Louise,13,w
Pauline,13,w
Sofia,13,w
Amir,13,m
Frederik,13,m
Amalia,12,w
Elena,12,w
Florentine,12,w
Frida,12,w
Greta,12,w
Lena,12,w
Leni,12,w
Lisa,12,w
Matilda,12,w
Nina,12,w
Arthur,12,m
Fabian,12,m
Jan,12,m
Josef,12,m
Martin,12,m
Matteo,12,m
Muhammed,12,m
Samuel,12,m
Ava,11,w
Ela,11,w
Frieda,11,w
Helena,11,w
Lucia,11,w
Paulina,11,w
Sara,11,w
Selma,11,w
Anh,11,m
August,11,m
Bảo,11,m
Carlo,11,m
Konrad,11,m
Mattis,11,m
Oscar,11,m
Richard,11,m
Simon,11,m
Till,11,m
Ada,10,w
Alexandra,10,w
Amy,10,w
Elsa,10,w
Hanna,10,w
Luna,10,w
Mathilda,10,w
Melina,10,w
Sofie,10,w
Victoria,10,w
Edgar,10,m
Emilio,10,m
Mika,10,m
Neo,10,m
Ole,10,m
Peter,10,m
Philipp,10,m
Sebastian,10,m
Tom,10,m
Amelie,9,w
Anouk,9,w
Eva,9,w
Jenny,9,w
Josefine,9,w
Julie,9,w
Klara,9,w
Lara,9,w
Laura,9,w
Leonie,9,w
Ferdinand,9,m
Lotta,9,w
Florian,9,m
Lotte,9,w
Franz,9,m
Luisa,9,w
Gia,9,m
Malia,9,w
Gustav,9,m
Nele,9,w
Hannes,9,m
Rose,9,w
Jasper,9,m
Vy,9,w
Justus,9,m
Leonardo,9,m
Mats,9,m
Mohammed,9,m
Nils,9,m
Noel,9,m
Pepe,9,m
Thomas,9,m
Wilhelm,9,m
Amira,8,w
Aurora,8,w
Carla,8,w
Dorothea,8,w
Elise,8,w
Helen,8,w
Isabel,8,w
Isabella,8,w
Jana,8,w
Aaron,8,m
Josephine,8,w
Ahmed,8,m
Katharina,8,w
Alessio,8,m
Lilly,8,w
Benedikt,8,m
Mara,8,w
Bruno,8,m
Melek,8,w
Caspar,8,m
Nur,8,w
Constantin,8,m
Rosalie,8,w
Emilian,8,m
Sarah,8,w
Fritz,8,m
Tessa,8,w
Gabriel,8,m
Viktoria,8,w
Joel,8,m
Zeynep,8,w
Juri,8,m
Kevin,8,m
Otto,8,m
Piet,8,m
Robin,8,m
Said,8,m
Tim,8,m
Willem,8,m
Yiğit,8,m
Alice,7,w
Anni,7,w
Antonia,7,w
Emilie,7,w
Hedi,7,w
Jolie,7,w
Leah,7,w
Leyla,7,w
Linh,7,w
Adrian,7,m
Lucy,7,w
Bao,7,m
Magdalena,7,w
Bo,7,m
Merle,7,w
Christian,7,m
Meryem,7,w
Jonah,7,m
Nhi,7,w
Konstantin,7,m
Tilda,7,w
Kurt,7,m
Lennox,7,m
Linus,7,m
Malik,7,m
Mateo,7,m
Maxim,7,m
Mustafa,7,m
Nam,7,m
Nino,7,m
Stefan,7,m
Toni,7,m
Willi,7,m
Ömer,7,m
Alina,6,w
Alva,6,w
An,6,w
Erika,6,w
Evelyn,6,w
Hazal,6,w
Jasmin,6,w
Juna,6,w
Leonora,6,w
Linda,6,w
Lore,6,w
Lou,6,w
Louisa,6,w
Ahmad,6,m
Malou,6,w
Ahmet,6,m
Medina,6,w
Albert,6,m
Milena,6,w
Anthony,6,m
Nicole,6,w
Artur,6,m
Romy,6,w
Bela,6,m
Stella,6,w
Can,6,m
Yara,6,w
Duy,6,m
Yuna,6,w
Edward,6,m
Zoe,6,w
Emir,6,m
Eren,6,m
Hamza,6,m
Hugo,6,m
Ibrahim,6,m
Jannes,6,m
Jannis,6,m
Johannes,6,m
Johnny,6,m
Jona,6,m
Kilian,6,m
Lucas,6,m
Luke,6,m
Maria,6,m
Matthias,6,m
Mohamad,6,m
Mohammad,6,m
Nicolas,6,m
Oliver,6,m
Raphael,6,m
Timo,6,m
Werner,6,m
William,6,m
Anastasia,5,w
Annika,5,w
Bao,5,w
Defne,5,w
Diana,5,w
Elina,5,w
Ellen,5,w
Elli,5,w
Emmi,5,w
Esila,5,w
Fatima,5,w
Fiona,5,w
Flora,5,w
Fritzi,5,w
Isabell,5,w
Karla,5,w
Lieselotte,5,w
Luzia,5,w
Maila,5,w
Melissa,5,w
Michelle,5,w
Milla,5,w
Miray,5,w
Alex,5,m
Ngoc,5,w
Arne,5,m
Ngọc,5,w
Bilal,5,m
Ruth,5,w
Béla,5,m
Wilma,5,w
Duc,5,m
Zehra,5,w
Elliot,5,m
Zoey,5,w
Enno,5,m
Zoé,5,w
Ensar,5,m
Eric,5,m
Erwin,5,m
Fiete,5,m
Hussein,5,m
Jamal,5,m
Jaron,5,m
John,5,m
Joshua,5,m
Julian,5,m
Karim,5,m
Kasimir,5,m
Lennard,5,m
Lian,5,m
Lias,5,m
Long,5,m
Luan,5,m
Muhammad,5,m
Nathan,5,m
Otis,5,m
Pascal,5,m
Robert,5,m
Roman,5,m
Thore,5,m
Tobias,5,m
Tristan,5,m
Wim,5,m
Yasin,5,m
Youssef,5,m
Yunus,5,m
Đức,5,m
Amelia,4,w
Asya,4,w
Auguste,4,w
Ayşe,4,w
Cecilia,4,w
Christina,4,w
Coco,4,w
Eline,4,w
Elly,4,w
Gabriele,4,w
Hatice,4,w
Heidi,4,w
Holly,4,w
Jara,4,w
Jonna,4,w
Jule,4,w
Karin,4,w
Karlotta,4,w
Lilith,4,w
Liv,4,w
Liya,4,w
Mai,4,w
Malina,4,w
Manuela,4,w
Mariam,4,w
Marla,4,w
Marleen,4,w
Marta,4,w
Mathilde,4,w
Nika,4,w
Nisa,4,w
Amin,4,m
Pia,4,w
Andreas,4,m
Ronja,4,w
Arno,4,m
Selena,4,w
Balthazar,4,m
Tala,4,w
Cem,4,m
Talia,4,w
Damian,4,m
Thea,4,w
Dean,4,m
Theresa,4,w
Dirk,4,m
Tuana,4,w
Edwin,4,m
Yade,4,w
Efe,4,m
Elyas,4,m
Emin,4,m
Emre,4,m
Ernst,4,m
Frank,4,m
Frederick,4,m
Heinz,4,m
Huy,4,m
Ian,4,m
Ilja,4,m
Jacques,4,m
James,4,m
Jamie,4,m
Janne,4,m
Jayden,4,m
Jim,4,m
Jonny,4,m
Joris,4,m
Joscha,4,m
Justin,4,m
Kai,4,m
Leander,4,m
Leonhard,4,m
Levin,4,m
Lorenz,4,m
Lorenzo,4,m
Mads,4,m
Magnus,4,m
Mahmoud,4,m
Marius,4,m
Markus,4,m
Marlon,4,m
Marten,4,m
Matti,4,m
Mehmet,4,m
Nhat,4,m
Noam,4,m
Omar,4,m
Phong,4,m
Prince,4,m
Rafael,4,m
Ragnar,4,m
Ryan,4,m
Sami,4,m
Taha,4,m
Titus,4,m
Valentino,4,m
Victor,4,m
Việt,4,m
Adele,3,w
Adelina,3,w
Alea,3,w
Alessia,3,w
Alfreda,3,w
Alisa,3,w
Amadea,3,w
Amanda,3,w
Amine,3,w
Amélie,3,w
Andrea,3,w
Angela,3,w
Angelina,3,w
Annabell,3,w
Bella,3,w
Berfin,3,w
Celine,3,w
Dana,3,w
Ebba,3,w
Ecrin,3,w
Edda,3,w
Edith,3,w
Ellie,3,w
Emely,3,w
Fatma,3,w
Felicitas,3,w
Filippa,3,w
Finja,3,w
Friederike,3,w
Gia,3,w
Gisela,3,w
Halime,3,w
Hedda,3,w
Hilda,3,w
Hira,3,w
Ines,3,w
Isabelle,3,w
Ivana,3,w
Jessica,3,w
Jona,3,w
Juno,3,w
Karina,3,w
Kaya,3,w
Kiara,3,w
Kübra,3,w
Lana,3,w
Layla,3,w
Lea-Sophie,3,w
Leia,3,w
Leonor,3,w
Abdurrahman,3,m
Liah,3,w
Aleksander,3,m
Lila,3,w
Alexis,3,m
Lilian,3,w
Amar,3,m
Liliana,3,w
Amon,3,m
Lilli,3,w
An,3,m
Lilou,3,w
Andy,3,m
Lily,3,w
Armin,3,m
Linn,3,w
Augustin,3,m
Linnea,3,w
Ayaz,3,m
Lisbeth,3,w
Baran,3,m
Livia,3,w
Bastian,3,m
Luca,3,w
Bennet,3,m
Lydia,3,w
Carlos,3,m
Margarete,3,w
Charlie,3,m
Marianna,3,w
Collin,3,m
Martina,3,w
Davis,3,m
May,3,w
Deniz,3,m
Meta,3,w
Devran,3,m
Minna,3,w
Diego,3,m
Minu,3,w
Dieter,3,m
Miral,3,w
Eddie,3,m
Miriam,3,w
Eduard,3,m
My,3,w
Eli,3,m
Nadine,3,w
Elijah,3,m
Naz,3,w
Elliott,3,m
Noemi,3,w
Ernesto,3,m
Nuray,3,w
Eymen,3,m
Nuria,3,w
Fernando,3,m
Petra,3,w
Fridolin,3,m
Phuong,3,w
Fynn,3,m
Pina,3,w
Georg,3,m
Rana,3,w
Gerhard,3,m
Rayan,3,w
Gregor,3,m
Rita,3,w
Halil,3,m
Ruby,3,w
Hans,3,m
Safiya,3,w
Hasan,3,m
Samira,3,w
Heinrich,3,m
Selina,3,w
Hubert,3,m
Sena,3,w
Hüseyin,3,m
Sham,3,w
Hưng,3,m
Shirin,3,w
İbrahim,3,m
Su,3,w
Ilias,3,m
Sultan,3,w
Ilyas,3,m
Susanne,3,w
Ion,3,m
Suzanne,3,w
Jari,3,m
Tamara,3,w
Jaromir,3,m
Tara,3,w
Jason,3,m
Thư,3,w
Johan,3,m
Tina,3,w
