vorname,anzahl,geschlecht
Sophie,75,w
Marie,64,w
Elias,45,m
Paul,41,m
Alexander,38,m
Charlotte,38,w
Sophia,35,w
Maximilian,34,m
Noah,32,m
Emma,31,w
Emilia,29,w
Maria,29,w
Luca,27,m
Anna,27,w
Luise,27,w
Emil,26,m
David,24,m
Felix,24,m
Lena,24,w
Mia,22,w
Anton,21,m
Finn,21,m
Jonas,21,m
Lea,21,w
Leonie,20,w
Leon,19,m
Liam,19,m
Johanna,19,w
Louis,19,m
Elisabeth,18,w
Hannah,18,w
Karl,17,m
Leo,17,m
Oskar,17,m
Tim,17,m
Ella,16,w
Arthur,16,m
Joel,16,m
Lukas,16,m
Max,16,m
Elisa,15,w
Laura,15,w
Ben,15,m
Emily,14,w
Frieda,14,w
Helena,14,w
Louisa,14,w
Marlene,13,w
Benjamin,13,m
Mila,13,w
Fabian,13,m
Victoria,13,w
Johann,13,m
Amelie,12,w
Henry,12,m
Hanna,12,w
John,12,m
Isabella,12,w
Milan,12,m
Lotta,12,w
Moritz,12,m
Maja,12,w
Niklas,12,m
Mira,12,w
Theodor,12,m
Paula,12,w
Pauline,12,w
Daniel,11,m
Jakob,11,m
Frida,11,w
Jonathan,11,m
Helene,11,w
Julian,11,m
Lucia,11,w
Luka,11,m
Luisa,11,w
Mats,11,m
Mika,11,m
Clara,10,w
Ali,10,m
Ida,10,w
Damian,10,m
Lara,10,w
Johannes,10,m
Leni,10,w
Leonard,10,m
Lina,10,w
Levi,10,m
Maya,10,w
Michael,10,m
Melina,10,w
Rose,10,w
Philipp,10,m
Sarah,10,w
Simon,10,m
Thomas,10,m
Valentin,10,m
Greta,9,w
Josephine,9,w
Julia,9,w
Bruno,9,m
Emilio,9,m
Lilly,9,w
Friedrich,9,m
Mathilda,9,w
Jan,9,m
Nina,9,w
Konrad,9,m
Maxim,9,m
Samuel,9,m
Theo,9,m
Vincent,9,m
Antonia,8,w
Lisa,8,w
Magdalena,8,w
Olivia,8,w
Emilian,8,m
Pia,8,w
Erik,8,m
Sofia,8,w
Florian,8,m
Gabriel,8,m
Gustav,8,m
Jason,8,m
Linus,8,m
Malik,8,m
Marcel,8,m
Matteo,8,m
Richard,8,m
Robert,8,m
Till,8,m
Tobias,8,m
Alma,7,w
Anastasia,7,w
Ava,7,w
Elena,7,w
Elina,7,w
Luna,7,w
Matilda,7,w
Sara,7,w
Zoe,7,w
Adrian,7,m
Christoph,7,m
Frederik,7,m
Fynn,7,m
Ibrahim,7,m
Immanuel,7,m
Julius,7,m
Justus,7,m
Kaspar,7,m
Lucas,7,m
Luis,7,m
Marco,7,m
Muhammed,7,m
Noel,7,m
Oliver,7,m
Robin,7,m
Wilhelm,7,m
Alina,6,w
Amalia,6,w
Anouk,6,w
Aurelia,6,w
Carlotta,6,w
Emilie,6,w
Eva,6,w
Fabienne,6,w
Klara,6,w
Larissa,6,w
Lotte,6,w
Merle,6,w
Milla,6,w
Nele,6,w
Nur,6,w
Rosa,6,w
Samira,6,w
Stella,6,w
Valentina,6,w
Viktoria,6,w
Aaron,6,m
August,6,m
Can,6,m
Carl,6,m
Jannes,6,m
Juri,6,m
Leander,6,m
Lennard,6,m
Manuel,6,m
Nick,6,m
Nico,6,m
Nils,6,m
Raphael,6,m
Ryan,6,m
Willi,6,m
Alexandra,5,w
Aliyah,5,w
Alva,5,w
Amina,5,w
Amira,5,w
Amy,5,w
Carla,5,w
Elif,5,w
Enna,5,w
Isabel,5,w
Karla,5,w
Lana,5,w
Lia,5,w
Malou,5,w
Nisa,5,w
Bastian,5,m
Christian,5,m
Edgar,5,m
Elia,5,m
Franz,5,m
Fritz,5,m
Jack,5,m
Jayden,5,m
Johan,5,m
Kurt,5,m
Lasse,5,m
Leandro,5,m
Leopold,5,m
Malte,5,m
