vorname,anzahl,geschlecht
Pepe,10,m
Alice,9,w
Amina,9,w
Elena,9,w
Elise,9,w
Florentine,9,w
Liv,9,w
Miray,9,w
Nele,9,w
Noemi,9,w
Sara,9,w
Ahmad,9,m
Amin,9,m
Artur,9,m
Benno,9,m
Jacob,9,m
Joris,9,m
Kian,9,m
Levin,9,m
Mattis,9,m
Tom,9,m
Alisa,8,w
Aurora,8,w
Barbara,8,w
Cosima,8,w
Edda,8,w
Fatima,8,w
Felicitas,8,w
Lisa,8,w
Liya,8,w
Lou,8,w
Rosalie,8,w
Sofie,8,w
Can,8,m
Stella,8,w
Damian,8,m
Emilio,8,m
Jannis,8,m
Jona,8,m
Kilian,8,m
Ludwig,8,m
Maria,8,m
Mateo,8,m
Maxim,8,m
Mika,8,m
Mohammad,8,m
Muhammed,8,m
Ole,8,m
Robert,8,m
Sebastian,8,m
Alessia,7,w
Alina,7,w
Amelia,7,w
Carla,7,w
Christina,7,w
Eleonore,7,w
Emilie,7,w
Isabel,7,w
Jasmin,7,w
Julie,7,w
Leni,7,w
Lola,7,w
Meryem,7,w
Milena,7,w
Nina,7,w
Bruno,7,m
Rose,7,w
Elyas,7,m
Valerie,7,w
Gustav,7,m
Ibrahim,7,m
Ilyas,7,m
James,7,m
Jannik,7,m
John,7,m
Leonhard,7,m
Lucas,7,m
Manuel,7,m
Nicolas,7,m
Peter,7,m
Victor,7,m
Annabelle,6,w
Aurelia,6,w
Azra,6,w
Cleo,6,w
Daria,6,w
Defne,6,w
Elin,6,w
Finja,6,w
Friederike,6,w
Grace,6,w
Henriette,6,w
Ingrid,6,w
Andreas,6,m
Karlotta,6,w
Aslan,6,m
Lilli,6,w
Bennet,6,m
Lucia,6,w
Eric,6,m
Malia,6,w
Franz,6,m
Mariam,6,w
Hamza,6,m
Marianne,6,w
Hannes,6,m
Martina,6,w
Hans,6,m
Mathilde,6,w
Hassan,6,m
Michaela,6,w
Hendrik,6,m
Pia,6,w
Henrik,6,m
Rebecca,6,w
Jannes,6,m
Ronja,6,w
Juri,6,m
Su,6,w
Kaan,6,m
Tilda,6,w
Karim,6,m
Valeria,6,w
Konrad,6,m
Kurt,6,m
Lian,6,m
Lias,6,m
Marc,6,m
Matheo,6,m
Mio,6,m
Nathan,6,m
Nikolas,6,m
Philip,6,m
Yusuf,6,m
Ana,5,w
Anastasia,5,w
Angela,5,w
Anne,5,w
Ayla,5,w
Bella,5,w
Elli,5,w
Flora,5,w
Franziska,5,w
Gisela,5,w
Joy,5,w
Albert,5,m
Juna,5,w
Aras,5,m
Luca,5,w
Benedikt,5,m
Marla,5,w
Carlo,5,m
Marlen,5,w
Charles,5,m
Melina,5,w
Deniz,5,m
Merle,5,w
Dominik,5,m
qizi,5,w
Eduard,5,m
Selin,5,w
Ege,5,m
Sonja,5,w
Ensar,5,m
Thea,5,w
Fritz,5,m
Vanessa,5,w
Heinrich,5,m
Yasmin,5,w
Hugo,5,m
Yuna,5,w
Hussein,5,m
Zahra,5,w
Jamal,5,m
Zeynep,5,w
Joel,5,m
Jonte,5,m
Kai,5,m
Lennart,5,m
Lennox,5,m
Leonas,5,m
Leonidas,5,m
Lorenz,5,m
Luka,5,m
Matthias,5,m
Mehmet,5,m
Mohamed,5,m
Mohammed,5,m
Nepomuk,5,m
Nuri,5,m
Robin,5,m
Rudolf,5,m
Rüzgar,5,m
Timo,5,m
Timur,5,m
Tobias,5,m
Vito,5,m
Yassin,5,m
Ömer,5,m
Amalie,4,w
Amilia,4,w
Annette,4,w
Ariana,4,w
Caroline,4,w
Cataleya,4,w
Celina,4,w
Christine,4,w
Daniela,4,w
Dora,4,w
Dorothea,4,w
Elina,4,w
Eliza,4,w
Elsa,4,w
Esther,4,w
Evelyn,4,w
Gabriele,4,w
Hira,4,w
Isabelle,4,w
Jette,4,w
Karin,4,w
Kira,4,w
Liana,4,w
Lieselotte,4,w
Abdullah,4,m
Lilia,4,w
Ahmed,4,m
Lilith,4,w
Alfred,4,m
Linda,4,w
Arda,4,m
Lore,4,w
Azad,4,m
Luana,4,w
Bela,4,m
Malou,4,w
Benedict,4,m
Margarete,4,w
Bilal,4,m
Marina,4,w
Björn,4,m
Marta,4,w
Bo,4,m
Mercedes,4,w
Charlie,4,m
Michelle,4,w
Christopher,4,m
Milla,4,w
Colin,4,m
Minou,4,w
Emanuel,4,m
Mona,4,w
Eren,4,m
Naemi,4,w
Frank,4,m
Nala,4,w
Frederick,4,m
Naz,4,w
Hadi,4,m
Nike,4,w
Hektor,4,m
Philine,4,w
Immanuel,4,m
Rebekka,4,w
Jaro,4,m
Rita,4,w
Jayden,4,m
Ruby,4,w
Jelle,4,m
Ruth,4,w
Josef,4,m
Selma,4,w
Joseph,4,m
Smilla,4,w
Kaspar,4,m
Theresia,4,w
Kerim,4,m
Tuana,4,w
Khaled,4,m
Kiyan,4,m
Lean,4,m
Lennard,4,m
Lewin,4,m
Lino,4,m
Malte,4,m
Mark,4,m
Markus,4,m
Matti,4,m
Mino,4,m
Mohamad,4,m
Muhammad,4,m
Nick,4,m
Nikolaus,4,m
Nils,4,m
Noam,4,m
Piet,4,m
Rayan,4,m
Roman,4,m
Said,4,m
Salih,4,m
Selim,4,m
Severin,4,m
Talha,4,m
Till,4,m
Viktor,4,m
Wilfried,4,m
William,4,m
Aaliyah,3,w
Adriana,3,w
Ahmed,3,w
Alea,3,w
Alexia,3,w
Aline,3,w
Alissa,3,w
Aliyah,3,w
Amaya,3,w
Andrea,3,w
Anna-Maria,3,w
Annelie,3,w
Arielle,3,w
Auguste,3,w
Aylin,3,w
Beatrice,3,w
Cecilia,3,w
Cheyenne,3,w
Cornelia,3,w
Diana,3,w
Ecrin,3,w
Elea,3,w
Elida,3,w
Elissa,3,w
Ellen,3,w
Emmi,3,w
Emmy,3,w
Fahriddin,3,w
Faye,3,w
Aiden,3,m
Filippa,3,w
Alan,3,m
Fiona,3,w
Alessio,3,m
Giulietta,3,w
Amos,3,m
Iman,3,w
Anil,3,m
Ina,3,w
Antoine,3,m
Inga,3,w
Ari,3,m
Iva,3,w
Armin,3,m
Ivy,3,w
Arved,3,m
Jana,3,w
Arvid,3,m
Jane,3,w
Atilla,3,m
Jolie,3,w
Bastian,3,m
Josefin,3,w
Bernhard,3,m
Katarina,3,w
Bjarne,3,m
Kayla,3,w
Béla,3,m
Kiara,3,w
Cem,3,m
Laetitia,3,w
Christoph,3,m
Larissa,3,w
Dante,3,m
Leia,3,w
Davit,3,m
Leona,3,w
Dean,3,m
Liah,3,w
Diego,3,m
Liliana,3,w
Edward,3,m
Lilou,3,w
Elijah,3,m
Lin,3,w
Elliot,3,m
Linnea,3,w
Emin,3,m
Lioba,3,w
Emir,3,m
Lorin,3,w
Emre,3,m
Lucy,3,w
Enno,3,m
Luzie,3,w
Ernst,3,m
Mae,3,w
Etienne,3,m
Magdalene,3,w
Fatih,3,m
Malina,3,w
Filip,3,m
Malu,3,w
Haydar,3,m
Marielle,3,w
Ilias,3,m
Mayla,3,w
Issa,3,m
Medina,3,w
Ivan,3,m
Melek,3,w
Jack,3,m
Melike,3,w
Janne,3,m
Melissa,3,w
Jannick,3,m
Mieke,3,w
Janosch,3,m
Minel,3,w
Jaron,3,m
Moana,3,w
Jim,3,m
Monika,3,w
Joachim,3,m
Nila,3,w
Junis,3,m
Nisa,3,w
Jörg,3,m
Noa,3,w
Kalle,3,m
Nova,3,w
Lars,3,m
Ophelia,3,w
Lio,3,m
Patricia,3,w
Lion,3,m
Penelope,3,w
Liron,3,m
Philippa,3,w
Logan,3,m
Pina,3,w
Lou,3,m
Raya,3,w
Lucien,3,m
Regina,3,w
Mads,3,m
Roberta,3,w
Magnus,3,m
Selina,3,w
Mahir,3,m
Sultan,3,w
Marcel,3,m
Susanna,3,w
Marco,3,m
Tamara,3,w
Mario,3,m
Wilhelmine,3,w
Marlon,3,m
Wilma,3,w
Marvin,3,m
Yaren,3,w
Maurice,3,m
Zahraa,3,w
Maxime,3,m
Zara,3,w
Mert,3,m
Mete,3,m
Metehan,3,m
Miguel,3,m
Mikail,3,m
Moses,3,m
Navid,3,m
Neo,3,m
Nikita,3,m
Nikola,3,m
Nikolai,3,m
Nino,3,m
Quentin,3,m
Ralf,3,m
Reza,3,m
Roan,3,m
Rocco,3,m
Sergeevič,3,m
Silas,3,m
Titus,3,m
Toni,3,m
Udo,3,m
Umut,3,m
Walter,3,m
Willy,3,m
Wolfgang,3,m
Yiğit,3,m
Youssef,3,m
Yunis,3,m
Yunus,3,m
Adelina,2,w
Alani,2,w
Alara,2,w
Alejandra,2,w
Ali,2,w
Alicja,2,w
Aliya,2,w
Allegra,2,w
Alysha,2,w
Amira,2,w
Amy,2,w
Anaya,2,w
Ani,2,w
Anisha,2,w
Annabell,2,w
Annie,2,w
Antonella,2,w
Anuk,2,w
Arina,2,w
Arwen,2,w
Aya,2,w
Ayda,2,w
Aysel,2,w
Ayşe,2,w
Beren,2,w
Blessing,2,w
Brigitte,2,w
Cara,2,w
Carolina,2,w
Cassandra,2,w
Abdallah,2,m
Ceyda,2,w
Abdul,2,m
Charlize,2,w
Abdulrahman,2,m
Charlotta,2,w
Akbar,2,m
Chiara,2,w
Akif,2,m
Chloé,2,w
Alain,2,m
Christa,2,w
Albion,2,m
Christel,2,w
Alejandro,2,m
Christiane,2,w
Alessandro,2,m
Claudia,2,w
Alexandru,2,m
Clementine,2,w
Alexis,2,m
Coco,2,w
Alp,2,m
Cäcilia,2,w
Alwin,2,m
Dahlia,2,w
Amr,2,m
Derya,2,w
André,2,m
Djamila,2,w
Antoni,2,m
Doris,2,w
Antonius,2,m
Dunja,2,w
Aren,2,m
Ece,2,w
Ares,2,m
Eden,2,w
Arik,2,m
Eleanore,2,w
Aris,2,m
Eleen,2,w
Arman,2,m
Eleni,2,w
Ayan,2,m
Eleonor,2,w
Ayden,2,m
Elinor,2,w
Aziz,2,m
Ellena,2,w
Balthasar,2,m
Ellie,2,w
Baran,2,m
Ellinor,2,w
Benito,2,m
Elsbeth,2,w
Bent,2,m
Emelie,2,w
Berat,2,m
Emine,2,w
Caio,2,m
Emy,2,w
Carlos,2,m
Enna,2,w
Casper,2,m
Enni,2,w
Claas,2,m
Enya,2,w
Cornelius,2,m
Erika,2,w
Dafer,2,m
Erin,2,w
Dawid,2,m
Esma,2,w
Dejan,2,m
Estelle,2,w
Demian,2,m
Eveline,2,w
Dennis,2,m
Fanny,2,w
Dieter,2,m
Farida,2,w
Edwin,2,m
Fee,2,w
Efe,2,m
Felina,2,w
Egemen,2,m
Finnja,2,w
Einar,2,m
Finya,2,w
Eli,2,m
Firdevs,2,w
Elia,2,m
Florine,2,w
Eliah,2,m
Freda,2,w
Eliezer,2,m
Freya,2,w
Emile,2,m
Fritzi,2,w
Emirhan,2,m
Gabriela,2,w
Ender,2,m
Gabrielle,2,w
Enes,2,m
Gertrud,2,w
Eray,2,m
Giorgia,2,w
Erick,2,m
Golda,2,w
Ethan,2,m
Hala,2,w
Fabius,2,m
Hana,2,w
Faisal,2,m
Hanne,2,w
Fiete,2,m
Hasti,2,w
Finnegan,2,m
Havva,2,w
Florentin,2,m
Hayley,2,w
Floris,2,m
Heidi,2,w
Franco,2,m
Helen,2,w
Fridolin,2,m
Henrietta,2,w
Frédéric,2,m
Ilaria,2,w
Georges,2,m
Ingeborg,2,w
Ghazi,2,m
Iris,2,w
Giorgi,2,m
Isabell,2,w
Gordon,2,m
Izel,2,w
Gregor,2,m
Jacqueline,2,w
Günter,2,m
Jadwiga,2,w
Hagen,2,m
Janna,2,w
Hanno,2,m
Jara,2,w
Hartmut,2,m
Jella,2,w
Heinz,2,m
Jin,2,w
Henning,2,m
Joelle,2,w
Hermann,2,m
Johanne,2,w
Hisham,2,m
Jolien,2,w
Idris,2,m
Jolina,2,w
Ioannis,2,m
Jona,2,w
Isa,2,m
Josefa,2,w
Isaiah,2,m
Josepha,2,w
Ismail,2,m
Joséphine,2,w
İsmail,2,m
Judith,2,w
Jakub,2,m
Jule,2,w
Jamie,2,m
Jules,2,w
Janek,2,m
Juliet,2,w
Jason,2,m
Julika,2,w
Jens,2,m
Justyna,2,w
Jesper,2,m
Kaitlyn,2,w
Johnny,2,m
Kathrin,2,w
Josha,2,m
Kevser,2,w
Josua,2,m
Kim,2,w
Juan,2,m
Kumsal,2,w
Justin,2,m
Käthe,2,w
Kacper,2,m
Laia,2,w
Karlo,2,m
Leah,2,w
Kartal,2,m
Leana,2,w
Kemal,2,m
Leandra,2,w
Kevin,2,m
Leen,2,w
Kimi,2,m
Leila,2,w
Klaas,2,m
Lene,2,w
Klaus,2,m
Lenja,2,w
Kolja,2,m
Leonore,2,w
Koray,2,m
Leticia,2,w
Korbinian,2,m
Leya,2,w
Kuzey,2,m
Liesbeth,2,w
Laurens,2,m
Lilyan,2,w
Lazar,2,m
Linnéa,2,w
Leandro,2,m
Lisbeth,2,w
Leeroy,2,m
Liyah,2,w
Lennon,2,m
Liyana,2,w
Lionel,2,m
Liza,2,w
Loris,2,m
Lorena,2,w
Lothar,2,m
Lua,2,w
Louie,2,m
Lucie,2,w
Luiz,2,m
Lucija,2,w
Luke,2,m
Lucía,2,w
Luuk,2,m
Luzia,2,w
Lysander,2,m
Maayan,2,w
Maciej,2,m
Madeleine,2,w
Mael,2,m
Mai,2,w
Mahdi,2,m
Maia,2,w
Mahmoud,2,m
Malak,2,w
Maksim,2,m
Mali,2,w
Marek,2,m
Malin,2,w
Marley,2,m
Manuela,2,w
Mason,2,m
Margarethe,2,w
Mathias,2,m
Margarita,2,w
Mathis,2,m
Margo,2,w
Matthis,2,m
Marija,2,w
Matthäus,2,m
Marine,2,w
Melvin,2,m
Marion,2,w
Merlin,2,m
Marit,2,w
Michel,2,m
Marleen,2,w
Miko,2,m
Marlena,2,w
Milas,2,m
Marley,2,w
Miran,2,m
Mary,2,w
Miraç,2,m
Maryam,2,w
Musa,2,m
Mascha,2,w
Mustafa,2,m
Medine,2,w
Nelio,2,m
Melinda,2,w
Nicholas,2,m
Melis,2,w
Nicklas,2,m
Melisa,2,w
Niclas,2,m
Meliya,2,w
Nico,2,m
Mena,2,w
Nikolaj,2,m
Mihriban,2,w
Odin,2,m
Minja,2,w
Ohene,2,m
Miriam,2,w
Olivier,2,m
Mollie,2,w
Otis,2,m
Muriel,2,w
Ozan,2,m
My,2,w
Nadine,2,w
Panagiotis,2,m
Naila,2,w
Parker,2,m
Naomi,2,w
Pascal,2,m
Narin,2,w
Patrick,2,m
Natalia,2,w
Pawel,2,m
Natalie,2,w
Petter,2,m
Nathalie,2,w
Phil,2,m
Naya,2,w
Philippe,2,m
Nayla,2,w
Phillip,2,m
Nazlı,2,w
Pieter,2,m
Neela,2,w
Poyraz,2,m
Nicole,2,w
Rami,2,m
Nilay,2,w
Reiner,2,m
Nola,2,w
Reinhard,2,m
Polina,2,w
René,2,m
Ria,2,w
Rolf,2,m
Robin,2,w
Rubin,2,m
Roya,2,w
Rufus,2,m
Rubi,2,w
Sam,2,m
Rüya,2,w
Sami,2,m
Saliha,2,w
Sascha,2,m
Salome,2,w
Saul,2,m
Samia,2,w
Serge,2,m
Selah,2,w
Seyid,2,m
Seraphina,2,w
Stefan,2,m
Sham,2,w
Steffen,2,m
Sidra,2,w
Tamim,2,m
Siena,2,w
Tamino,2,m
Sophie-Charlotte,2,w
Tarek,2,m
Sude,2,w
Tayo,2,m
Sue,2,w
Thaddeus,2,m
Summer,2,w
Thies,2,m
Sura,2,w
Thilo,2,m
Svea,2,w
Tiberius,2,m
Syeda,2,w
Tony,2,m
Tanja,2,w
Tristan,2,m
Tatjana,2,w
Ulrich,2,m
Tea,2,w
Uwe,2,m
Thelma,2,w
Valentino,2,m
Theodora,2,w
Vitus,2,m
Tonia,2,w
Waldemar,2,m
Ute,2,w
Walid,2,m
Valerija,2,w
Willem,2,m
Vera,2,w
Willi,2,m
Vesper,2,w
Wojciech,2,m
Viola,2,w
Xaver,2,m
Viviana,2,w
Yakup,2,m
Wiebke,2,w
Yannis,2,m
Yade,2,w
Yari,2,m
Yael,2,w
Yaw,2,m
Yasmine,2,w
Yi,2,m
Zehra,2,w
Yuri,2,m
Zola,2,w
Yusef,2,m
Zoé,2,w
Zoë,2,w
