vorname,anzahl,geschlecht,position
Marie,32,w,2
Noah,30,m,1
Emil,29,m,1
Emma,26,w,1
Henry,26,m,1
Sophie,24,w,2
Emilia,23,w,1
Maria,22,w,2
Maya,22,w,1
Anton,22,m,1
Mia,22,w,1
Alexander,21,m,2
Liam,21,m,1
Anna,20,w,2
Charlotte,19,w,1
Adam,19,m,1
Ella,19,w,1
Leo,19,m,1
Oskar,19,m,1
Charlotte,18,w,2
Mila,18,w,1
Jonas,18,m,1
Leon,18,m,1
Louis,18,m,1
Theodor,18,m,1
Ida,17,w,1
Jakob,17,m,1
Maximilian,17,m,1
Ava,16,w,1
Hannah,16,w,1
Julius,16,m,1
Clara,15,w,1
Elena,15,w,1
Sophia,15,w,1
Felix,15,m,1
Muhammed,15,m,1
Emilia,14,w,2
Luise,14,w,2
Anna,14,w,1
Lara,14,w,1
Paula,14,w,1
Sophie,14,w,1
Alexander,14,m,1
Milan,14,m,1
Moritz,14,m,1
Zoe,13,w,1
Ali,13,m,1
Elias,13,m,1
Hamza,13,m,1
Emil,12,m,2
Michael,12,m,2
Paul,12,m,2
Alma,12,w,1
Emily,12,w,1
Hanna,12,w,1
Johanna,12,w,1
Lina,12,w,1
Gabriel,12,m,1
Ilyas,12,m,1
Karl,12,m,1
Frieda,11,w,1
Mara,11,w,1
Maria,11,w,1
Bruno,11,m,1
Meryem,11,w,1
Daniel,11,m,1
Mira,11,w,1
Finn,11,m,1
Nina,11,w,1
Luca,11,m,1
Olivia,11,w,1
Max,11,m,1
Romy,11,w,1
Theo,11,m,1
Vincent,11,m,1
Anton,10,m,2
Valentin,10,m,2
Elise,10,w,2
Lea,10,w,1
Mathilda,10,w,1
David,10,m,1
Nora,10,w,1
Jonathan,10,m,1
Valentina,10,w,1
Juri,10,m,1
Luis,10,m,1
Samuel,10,m,1
Elias,9,m,2
Anh,9,w,2
Elisabeth,9,w,2
Lou,9,w,2
Antonia,9,w,1
Eva,9,w,1
Julia,9,w,1
Ben,9,m,1
Liya,9,w,1
Benjamin,9,m,1
Sara,9,w,1
Erik,9,m,1
Sarah,9,w,1
Fiete,9,m,1
Ibrahim,9,m,1
Jonah,9,m,1
Leonard,9,m,1
Levi,9,m,1
Linus,9,m,1
Matteo,9,m,1
Paul,9,m,1
William,9,m,1
Yusuf,9,m,1
Ali,8,m,2
August,8,m,2
Benjamin,8,m,2
Maximilian,8,m,2
Ida,8,w,2
Alva,8,w,1
Cleo,8,w,1
Elisabeth,8,w,1
Juna,8,w,1
Laura,8,w,1
Leonie,8,w,1
Lia,8,w,1
Tilda,8,w,1
Amir,8,m,1
Arthur,8,m,1
Bela,8,m,1
Lucas,8,m,1
Malte,8,m,1
Anh,7,w,3
David,7,m,2
Emin,7,m,2
Nur,7,w,2
Luca,7,m,2
Minh,7,m,2
Elif,7,w,1
Elin,7,w,1
Frida,7,w,1
Helena,7,w,1
Lana,7,w,1
Lotte,7,w,1
Mariam,7,w,1
Béla,7,m,1
Marlene,7,w,1
Charlie,7,m,1
Matilda,7,w,1
Fritz,7,m,1
Melina,7,w,1
Hugo,7,m,1
Nele,7,w,1
Johann,7,m,1
Lukas,7,m,1
Malik,7,m,1
Maxim,7,m,1
Mohamad,7,m,1
Muhammad,7,m,1
Oscar,7,m,1
Rio,7,m,1
Tom,7,m,1
Tony,7,m,1
Sophie,6,w,3
Ava,6,w,2
Helene,6,w,2
Arthur,6,m,2
Johanna,6,w,2
Felix,6,m,2
Margarete,6,w,2
Frederik,6,m,2
Sophia,6,w,2
James,6,m,2
Johann,6,m,2
Karl,6,m,2
Luis,6,m,2
Maxim,6,m,2
Amelia,6,w,1
Amira,6,w,1
Elisa,6,w,1
Fiona,6,w,1
Helen,6,w,1
Isabella,6,w,1
Jana,6,w,1
Leni,6,w,1
Leyla,6,w,1
Luise,6,w,1
Carlo,6,m,1
Maja,6,w,1
Diego,6,m,1
Pauline,6,w,1
Edgar,6,m,1
Samira,6,w,1
Emilio,6,m,1
Thea,6,w,1
Henri,6,m,1
Ilay,6,m,1
Jasper,6,m,1
Konstantin,6,m,1
Lio,6,m,1
Mark,6,m,1
Mehmet,6,m,1
Mika,6,m,1
Milo,6,m,1
Miran,6,m,1
Mustafa,6,m,1
Ole,6,m,1
Oliver,6,m,1
Rafael,6,m,1
Sam,6,m,1
Yasin,6,m,1
Anh,5,m,3
Bảo,5,w,2
Liya,5,w,2
Louise,5,w,2
Luisa,5,w,2
Malou,5,w,2
An,5,m,2
Mathilda,5,w,2
Anh,5,m,2
Rosa,5,w,2
Ben,5,m,2
Rose,5,w,2
Efe,5,m,2
Sofia,5,w,2
Ferdinand,5,m,2
Friedrich,5,m,2
Gabriel,5,m,2
Henri,5,m,2
Jakob,5,m,2
Leander,5,m,2
Leo,5,m,2
Noah,5,m,2
Thomas,5,m,2
Vincent,5,m,2
Amelie,5,w,1
Aurora,5,w,1
Azra,5,w,1
Carla,5,w,1
Carlotta,5,w,1
Diana,5,w,1
Enna,5,w,1
Fatima,5,w,1
Freya,5,w,1
Jara,5,w,1
Juno,5,w,1
Karla,5,w,1
Kira,5,w,1
Klara,5,w,1
Käthe,5,w,1
Lena,5,w,1
Aaron,5,m,1
Lilli,5,w,1
Ahmad,5,m,1
Liv,5,w,1
August,5,m,1
Lotta,5,w,1
Hussein,5,m,1
Lucy,5,w,1
Joshua,5,m,1
Luisa,5,w,1
Lasse,5,m,1
Luna,5,w,1
Martin,5,m,1
Marie,5,w,1
Mateo,5,m,1
Marla,5,w,1
Minh,5,m,1
Melissa,5,w,1
Nathan,5,m,1
Mika,5,w,1
Pablo,5,m,1
Nika,5,w,1
Philipp,5,m,1
Ronja,5,w,1
Piet,5,m,1
Rosa,5,w,1
Simon,5,m,1
Rosalie,5,w,1
Toni,5,m,1
Sena,5,w,1
Toni,5,w,1
Victoria,5,w,1
