vorname,anzahl,geschlecht
Robert,7,m
Umut,7,m
Ada,6,w
Alessia,6,w
Amina,6,w
Angelina,6,w
Anh,6,w
Elise,6,w
Emmi,6,w
Henriette,6,w
Iman,6,w
Jessica,6,w
Juna,6,w
Klara,6,w
Lia,6,w
Lotta,6,w
Louise,6,w
Maja,6,w
Melina,6,w
Nour,6,w
Selin,6,w
Zoe,6,w
Abdullah,6,m
Ahmet,6,m
Bilal,6,m
Damian,6,m
Dean,6,m
Florian,6,m
Gia,6,m
Gustav,6,m
Hugo,6,m
Kerim,6,m
Lars,6,m
Luka,6,m
Malte,6,m
Manuel,6,m
Martin,6,m
Minh,6,m
Nathan,6,m
Neo,6,m
Oliver,6,m
Oscar,6,m
Rafael,6,m
Taha,6,m
Timo,6,m
Willi,6,m
William,6,m
Youssef,6,m
Yunus,6,m
Alina,5,w
Alisa,5,w
Christina,5,w
Christine,5,w
Cleo,5,w
Defne,5,w
Eda,5,w
Elina,5,w
Elsa,5,w
Frida,5,w
Helin,5,w
Hira,5,w
Jana,5,w
Karla,5,w
Lene,5,w
Leonora,5,w
Lilou,5,w
Linda,5,w
Liya,5,w
Malia,5,w
Margarete,5,w
Marla,5,w
Melisa,5,w
Nora,5,w
Pia,5,w
Samira,5,w
Selma,5,w
Alp,5,m
Amin,5,m
Baran,5,m
Berat,5,m
Emanuel,5,m
Emre,5,m
Eymen,5,m
Halil,5,m
Hans,5,m
Hassan,5,m
Hussein,5,m
Ilyas,5,m
Jacob,5,m
Jamie,5,m
Jannis,5,m
Karim,5,m
Kilian,5,m
Kurt,5,m
Lasse,5,m
Mahmoud,5,m
Marcel,5,m
Robin,5,m
Sami,5,m
Samir,5,m
Selim,5,m
Talha,5,m
Viktor,5,m
Agnes,4,w
Amelia,4,w
Amira,4,w
Anouk,4,w
Asmin,4,w
Asya,4,w
Azra,4,w
Barbara,4,w
Bella,4,w
Dilara,4,w
Dorothea,4,w
Ellen,4,w
Emilie,4,w
Erika,4,w
Esma,4,w
Esther,4,w
Evin,4,w
Eylül,4,w
Florentine,4,w
Friederike,4,w
Gia,4,w
Hanin,4,w
Isabel,4,w
Isabelle,4,w
Jasmin,4,w
Juno,4,w
Karlotta,4,w
Lilia,4,w
Lilith,4,w
Lynn,4,w
Magdalena,4,w
Malak,4,w
Mara,4,w
May,4,w
Nadine,4,w
Alfred,4,m
Naomi,4,w
Amar,4,m
Nele,4,w
Ayaz,4,m
Ngọc,4,w
Bela,4,m
Nicole,4,w
Benno,4,m
Nina,4,w
Bo,4,m
Ronja,4,w
Dennis,4,m
Sofie,4,w
Emilian,4,m
Theresa,4,w
Enes,4,m
Tuana,4,w
Ensar,4,m
Valerie,4,w
Eric,4,m
Vy,4,w
Ernst,4,m
Wilma,4,w
George,4,m
Zahraa,4,w
Heinrich,4,m
Zainab,4,w
Hendrik,4,m
Hüseyin,4,m
Idris,4,m
Islam,4,m
James,4,m
Jason,4,m
Jayden,4,m
Jeremy,4,m
Johan,4,m
Jona,4,m
Jonah,4,m
Joris,4,m
Jürgen,4,m
Kevin,4,m
Konrad,4,m
Leander,4,m
Lennard,4,m
Leonardo,4,m
Lion,4,m
Ludwig,4,m
Marius,4,m
Marten,4,m
Matti,4,m
Mika,4,m
Miran,4,m
Miraç,4,m
Niklas,4,m
Noé,4,m
Raphael,4,m
Rayan,4,m
Ruben,4,m
Salih,4,m
Stefan,4,m
Stephan,4,m
Tarik,4,m
Titus,4,m
Tobias,4,m
Tom,4,m
Tristan,4,m
Umar,4,m
Valentino,4,m
Aaliyah,3,w
Aleyna,3,w
Amélie,3,w
Ana,3,w
Anita,3,w
Anni,3,w
Arsen,3,w
Athena,3,w
Auguste,3,w
Aurelia,3,w
Ayla,3,w
Bảo,3,w
Cansu,3,w
Catherine,3,w
Chloé,3,w
Constance,3,w
Cosima,3,w
Damla,3,w
Ece,3,w
Ecrin,3,w
Edda,3,w
Eliana,3,w
Esila,3,w
Esra,3,w
Felicitas,3,w
Flora,3,w
Franziska,3,w
Grace,3,w
Hailey,3,w
Hana,3,w
Hasan,3,w
Hawa,3,w
Hayat,3,w
Hazal,3,w
Hoàng,3,w
Hân,3,w
Ilayda,3,w
Irina,3,w
Isabell,3,w
Jo,3,w
Jonna,3,w
Abbas,3,m
Juliana,3,w
Adil,3,m
Kira,3,w
Ahmed,3,m
Lamis,3,w
Albrecht,3,m
Lana,3,w
Aleksander,3,m
Lavin,3,w
Alexis,3,m
Layan,3,w
Altan,3,m
Leonore,3,w
Andreas,3,m
Linh,3,w
Andrei,3,m
Livia,3,w
Anthony,3,m
Lore,3,w
Antonio,3,m
Lucy,3,w
Aram,3,m
Mai,3,w
Arda,3,m
Maira,3,w
Ariel,3,m
Margarethe,3,w
Arik,3,m
Marina,3,w
Armin,3,m
Melissa,3,w
Aslan,3,m
Melody,3,w
Azad,3,m
Merle,3,w
Bao,3,m
Michelle,3,w
Batu,3,m
Milena,3,w
Bernd,3,m
Mohamed,3,w
Brian,3,m
Naya,3,w
Béla,3,m
Nhi,3,w
Carlo,3,m
Olga,3,w
Cebrail,3,m
Paulina,3,w
Clemens,3,m
Phương,3,w
Denis,3,m
Rabia,3,w
Deniz,3,m
Regina,3,w
Devran,3,m
Selina,3,w
Dieter,3,m
Sila,3,w
Eliah,3,m
Theresia,3,w
Elliot,3,m
Tilda,3,w
Emirhan,3,m
Wilhelmine,3,w
Enno,3,m
Yara,3,w
Erwin,3,m
Yasmina,3,w
Fares,3,m
Zahra,3,w
Faris,3,m
Zeinab,3,w
Filip,3,m
Zeliha,3,w
Fridolin,3,m
Zoey,3,w
Fynn,3,m
Zümra,3,w
Hadi,3,m
Hannes,3,m
Henning,3,m
Hermann,3,m
Issa,3,m
Jack,3,m
Jaro,3,m
Jaron,3,m
Jasper,3,m
Jimmy,3,m
Joachim,3,m
José,3,m
Justin,3,m
Kasimir,3,m
Kerem,3,m
Khang,3,m
Khánh,3,m
Klaus,3,m
Kwaku,3,m
Leandro,3,m
Lennox,3,m
Lenny,3,m
Lutz,3,m
Magnus,3,m
Mahir,3,m
Malek,3,m
Manfred,3,m
Mario,3,m
Marlon,3,m
Mathias,3,m
Mathis,3,m
Mats,3,m
Mattes,3,m
Matthias,3,m
Maurice,3,m
Muhamed,3,m
Nathanael,3,m
Nicolas,3,m
Nikolai,3,m
Nils,3,m
Nino,3,m
Osman,3,m
Pascal,3,m
Patrick,3,m
Pepe,3,m
Phúc,3,m
Ralf,3,m
Ramadan,3,m
Rio,3,m
Ronny,3,m
Said,3,m
Seymen,3,m
Sinan,3,m
Taim,3,m
Taylor,3,m
Taym,3,m
Teo,3,m
Till,3,m
Timur,3,m
Toni,3,m
Tony,3,m
Ulrich,3,m
Victor,3,m
Yahya,3,m
Yannick,3,m
Yasir,3,m
Đức,3,m
Acelya,2,w
Adele,2,w
Adelina,2,w
Afra,2,w
Aischa,2,w
Alaa,2,w
Alara,2,w
Alessandra,2,w
Alicia,2,w
Alisar,2,w
Alissa,2,w
Aliyah,2,w
Amanda,2,w
Amani,2,w
Amela,2,w
Amilia,2,w
Amy,2,w
Anabella,2,w
Anelia,2,w
Anisa,2,w
Anissa,2,w
Annabell,2,w
Annabelle,2,w
Annika,2,w
Ariana,2,w
Arianna,2,w
Arijana,2,w
Arin,2,w
Arya,2,w
Asare,2,w
Asel,2,w
Asenova,2,w
Ashley,2,w
Asli,2,w
Asma,2,w
Attaa,2,w
Augusta,2,w
Aurora,2,w
Aya,2,w
Ayat,2,w
Bao,2,w
Batool,2,w
Batul,2,w
Beren,2,w
Berfin,2,w
Bernadette,2,w
Betül,2,w
Beyza,2,w
Blume,2,w
Camilla,2,w
Carmen,2,w
Catalina,2,w
Caterina,2,w
Catharina,2,w
Cecilia,2,w
Celina,2,w
Ceylin,2,w
Charlott,2,w
Charlotta,2,w
Chi,2,w
Christa,2,w
Claire,2,w
Coco,2,w
Dagmar,2,w
Daria,2,w
Delal,2,w
Denisa,2,w
Abdel,2,m
Diana,2,w
Abdulrahman,2,m
Didem,2,w
Abdurahman,2,m
Dilan,2,w
Abdurrahman,2,m
Dilek,2,w
Abraham,2,m
Duru,2,w
Achilles,2,m
Edanur,2,w
Adnan,2,m
Elaine,2,w
Aiden,2,m
Eleanor,2,w
Alain,2,m
Eleni,2,w
Alan,2,m
Eleonora,2,w
Aleandro,2,m
Eleonore,2,w
Alexandru,2,m
Elin,2,w
Alfie,2,m
Elli,2,w
Alija,2,m
Ellie,2,w
Alparslan,2,m
Elmira,2,w
Alper,2,m
Emely,2,w
Angelo,2,m
Emilya,2,w
Anh,2,m
Emira,2,w
Ares,2,m
Enie,2,w
Armando,2,m
Enisa,2,w
Arne,2,m
Esin,2,w
Arvid,2,m
Esmira,2,w
Asaf,2,m
Eve,2,w
Atila,2,m
Ewa,2,w
Avery,2,m
Fanny,2,w
Ayoub,2,m
Farida,2,w
Batuhan,2,m
Federica,2,w
Baz,2,m
Felina,2,w
Bennet,2,m
Filiz,2,w
Bernhard,2,m
Filomena,2,w
Bodo,2,m
Finja,2,w
Božidar,2,m
Fiona,2,w
Burak,2,m
Flore,2,w
Bảo,2,m
Florence,2,w
Caleb,2,m
Frances,2,w
Carsten,2,m
Freya,2,w
Casper,2,m
Fritzi,2,w
Cedric,2,m
Gabriela,2,w
Chris,2,m
Gamze,2,w
Christ,2,m
Gerda,2,w
Claas,2,m
Gisela,2,w
Collin,2,m
Gloria,2,w
Conrad,2,m
Gretchen,2,w
Dante,2,m
Hala,2,w
Daris,2,m
Halime,2,w
Dion,2,m
Hanan,2,w
Diyar,2,m
Hanife,2,w
Dorian,2,m
Haya,2,w
Duc,2,m
Hedwig,2,w
Dwayne,2,m
Heidi,2,w
Edin,2,m
Heike,2,w
Edmund,2,m
Helen,2,w
Edward,2,m
Hermine,2,w
Eli,2,m
Hiba,2,w
Elia,2,m
Hilda,2,w
Elijah,2,m
Hoda,2,w
Eliot,2,m
Holly,2,w
Ellis,2,m
Hümeyra,2,w
Elvir,2,m
Ikra,2,w
Emile,2,m
Iris,2,w
Emmanuel,2,m
Irma,2,w
Enzo,2,m
Jasmina,2,w
Evan,2,m
Jeanne,2,w
Fernando,2,m
Jennifer,2,w
Fiete,2,m
Jenny,2,w
Francis,2,m
Jill,2,w
Francisco,2,m
Jolanda,2,w
Fred,2,m
Jolie,2,w
Frederic,2,m
Jolina,2,w
Frederick,2,m
Juli,2,w
Furkan,2,m
Julie,2,w
Georgios,2,m
June,2,w
Giovanni,2,m
Karin,2,w
Güney,2,m
Katarzyna,2,w
Günter,2,m
Kaur,2,w
Hanno,2,m
Kaya,2,w
Harry,2,m
Keira,2,w
Hartmut,2,m
Khadija,2,w
Harun,2,m
Khánh,2,w
Heinz,2,m
Lavinia,2,w
Hexuan,2,m
Layla,2,w
Hoang,2,m
Leah,2,w
Horst,2,m
Leana,2,w
Ian,2,m
Leen,2,w
İbrahim,2,m
Leila,2,w
Isa,2,m
Lejla,2,w
Isak,2,m
Leonie-Sophie,2,w
Ismael,2,m
Leticia,2,w
Izet,2,m
Letizia,2,w
Jad,2,m
Lieselotte,2,w
Jaden,2,m
Lili,2,w
Jamal,2,m
Lilli,2,w
Jamil,2,m
Lily,2,w
Janosch,2,m
Linn,2,w
Jean,2,m
Luciana,2,w
Jeremias,2,m
Lucie,2,w
Jesko,2,m
Luzia,2,w
Jesse,2,m
Lê,2,w
Jibrail,2,m
Madina,2,w
Jibriel,2,m
Malaak,2,w
Joaquin,2,m
Malin,2,w
Jon,2,m
Malina,2,w
Jordan,2,m
Malisa,2,w
Jordi,2,m
Malou,2,w
Juri,2,m
Malu,2,w
Jörg,2,m
Maram,2,w
Kai,2,m
Mariella,2,w
Kamal,2,m
Marika,2,w
Kartal,2,m
Marion,2,w
Kaspar,2,m
Marleen,2,w
Kemal,2,m
Marlena,2,w
Kenan,2,m
Marta,2,w
Khaled,2,m
Martina,2,w
Klaas,2,m
Masal,2,w
Kofi,2,m
Mathilde,2,w
Lazar,2,m
Matilde,2,w
Leano,2,m
Medine,2,w
Leif,2,m
Melike,2,w
Lennart,2,m
Melis,2,w
Leonel,2,m
Menucha,2,w
Leonidas,2,m
Mercedes,2,w
Lev,2,m
Michalina,2,w
Lewin,2,m
Mihrimah,2,w
Lias,2,m
Milla,2,w
Loki,2,m
Minel,2,w
Lorenz,2,m
Minna,2,w
Lorenzo,2,m
Mohammed,2,w
Lorik,2,m
Mona,2,w
Louie,2,m
Nadia,2,w
Luke,2,m
Nadire,2,w
Mads,2,m
Nala,2,w
Mahdi,2,m
Nancy,2,w
Maina,2,m
Nataliya,2,w
Majd,2,m
Nathalie,2,w
Marc,2,m
Ngoc,2,w
Marek,2,m
Nico,2,w
Mark,2,m
Noor,2,w
Maxime,2,m
Noémie,2,w
Mayar,2,m
Ophelia,2,w
Miguel,2,m
Patricia,2,w
Mihai,2,m
Philine,2,w
Mikael,2,m
Philomena,2,w
Miko,2,m
Pola,2,w
Milenov,2,m
Polly,2,w
Milo,2,m
Quỳnh,2,w
Mirac,2,m
Rahel,2,w
Miroslavov,2,m
Remzi,2,w
Mirza,2,m
Roya,2,w
Murat,2,m
Ruby,2,w
Musa,2,m
Ruth,2,w
Mussa,2,m
Sabine,2,w
Müslüm,2,m
Safira,2,w
Nam,2,m
Salim,2,w
Nico,2,m
Salma,2,w
Nikan,2,m
Scham,2,w
Nikola,2,m
Selen,2,w
Nikolas,2,m
Sema,2,w
Nikolaus,2,m
Sevim,2,w
Noam,2,m
Silvana,2,w
Nuno,2,m
Simay,2,w
Omer,2,m
Sissi,2,w
Othman,2,m
Smilla,2,w
Otis,2,m
Sonja,2,w
Oğuzhan,2,m
Stefanova,2,w
Pablo,2,m
Sude,2,w
Pete,2,m
Sumaya,2,w
Petkov,2,m
Sundus,2,w
Pham,2,m
Sunny,2,w
Philip,2,m
Susanna,2,w
Phillip,2,m
Svea,2,w
Ragnar,2,m
Svenja,2,w
Rahim,2,m
Tamara,2,w
Rami,2,m
Tessa,2,w
Remzi,2,m
Thalia,2,w
Rodrigues,2,m
Thao,2,w
Rolf,2,m
Thea,2,w
Roman,2,m
Valentine,2,w
Romeo,2,m
Valeria,2,w
Roni,2,m
Vanesa,2,w
Rumo,2,m
Vanessa,2,w
Ryan,2,m
Veronica,2,w
Salomon,2,m
Vida,2,w
Seyyid,2,m
Vilde,2,w
Shuhratbekovič,2,m
Vivien,2,w
Siegfried,2,m
Wanda,2,w
Sulaiman,2,m
Wanjiku,2,w
Tamino,2,m
Wilhelmina,2,w
Tammo,2,m
Yael,2,w
Tarkan,2,m
Yüsra,2,w
Thore,2,m
Zora,2,w
Théo,2,m
Zoë,2,w
Toprak,2,m
Tran,2,m
Trần,2,m
Trọng,2,m
Tufan,2,m
Tyler,2,m
Uwe,2,m
Uğur,2,m
Virzhiniev,2,m
Vito,2,m
Willem,2,m
Wolf,2,m
Wolfgang,2,m
Yakub,2,m
Yigit,2,m
Yossef,2,m
Yousef,2,m
Zafer,2,m
Zaki,2,m
Zayn,2,m
Émile,2,m
Özcan,2,m
