vorname,anzahl,geschlecht,position
Sophie,11,w,2
Leon,10,m,1
Marie,10,w,2
Emil,9,m,1
Leo,9,m,1
Elias,7,m,1
Livia,6,w,1
Luna,6,w,1
Mia,6,w,1
Adam,6,m,1
Levi,6,m,1
Maximilian,6,m,1
Noah,6,m,1
Paul,6,m,1
Alexander,6,m,2
Anton,6,m,2
Charlotte,5,w,1
Emilia,5,w,1
Emma,5,w,1
Maja,5,w,1
Mila,5,w,1
Mira,5,w,1
Sophia,5,w,1
Benjamin,5,m,1
Felix,5,m,1
Fynn,5,m,1
Julian,5,m,1
Karl,5,m,1
Oskar,5,m,1
Tim,5,m,1
Charlotte,5,w,2
Emilia,5,w,2
Louise,5,w,2
Maria,5,w,2
Sophia,5,w,2
Louis,5,m,2
Paul,5,m,2
Anna,4,w,1
Elina,4,w,1
Ella,4,w,1
Hailey,4,w,1
Lilia,4,w,1
Marie,4,w,1
Maya,4,w,1
Nora,4,w,1
Adrian,4,m,1
Anton,4,m,1
Jasper,4,m,1
Jonas,4,m,1
Jonathan,4,m,1
Joshua,4,m,1
Lukas,4,m,1
Mikail,4,m,1
Moritz,4,m,1
Theodor,4,m,1
Katharina,4,w,2
Valentin,4,m,2
Alma,3,w,1
Arianna,3,w,1
Carlotta,3,w,1
Eva,3,w,1
Helena,3,w,1
Helene,3,w,1
Ida,3,w,1
Lara,3,w,1
Lea,3,w,1
Leonie,3,w,1
Lia,3,w,1
Lucia,3,w,1
Luisa,3,w,1
Maria,3,w,1
Mariam,3,w,1
Marlene,3,w,1
Nele,3,w,1
Olivia,3,w,1
Thea,3,w,1
Victoria,3,w,1
Elyas,3,m,1
Henry,3,m,1
Ian,3,m,1
Jakob,3,m,1
Jonah,3,m,1
Julius,3,m,1
Konstantin,3,m,1
Leonardo,3,m,1
Liam,3,m,1
Luca,3,m,1
Mats,3,m,1
Mika,3,m,1
Nicolas,3,m,1
Noel,3,m,1
Theo,3,m,1
Timo,3,m,1
Vincent,3,m,1
Helene,3,w,2
Lara,3,w,2
Anthony,3,m,2
David,3,m,2
Emil,3,m,2
Felix,3,m,2
Gabriel,3,m,2
Leonard,3,m,2
Lukas,3,m,2
Maximilian,3,m,2
Samuel,3,m,2
Alexandra,2,w,1
Alicja,2,w,1
Amalia,2,w,1
Anni,2,w,1
Cleo,2,w,1
Elisabeth,2,w,1
Elise,2,w,1
Emily,2,w,1
Finja,2,w,1
Fiona,2,w,1
Frida,2,w,1
Hannah,2,w,1
Iris,2,w,1
Isabella,2,w,1
Klara,2,w,1
Laila,2,w,1
Laura,2,w,1
Lena,2,w,1
Lene,2,w,1
Leonora,2,w,1
Leyla,2,w,1
Lilly,2,w,1
Liya,2,w,1
Louisa,2,w,1
Malea,2,w,1
Marla,2,w,1
Mathilda,2,w,1
Melina,2,w,1
Minna,2,w,1
Mona,2,w,1
Nahla,2,w,1
Naima,2,w,1
Paula,2,w,1
Romy,2,w,1
Ronja,2,w,1
Rosa,2,w,1
Yael,2,w,1
Yasna,2,w,1
Yuna,2,w,1
Zoe,2,w,1
Abdul,2,m,1
Alessio,2,m,1
Alexander,2,m,1
Ari,2,m,1
Arian,2,m,1
Ben,2,m,1
Benedikt,2,m,1
Carlo,2,m,1
Caspar,2,m,1
Dean,2,m,1
Friedrich,2,m,1
Fritz,2,m,1
Gabriel,2,m,1
Gustav,2,m,1
Jannis,2,m,1
Johannes,2,m,1
Jona,2,m,1
Jonte,2,m,1
Justus,2,m,1
Leander,2,m,1
Leonard,2,m,1
Leopold,2,m,1
Lian,2,m,1
Louis,2,m,1
Ludwig,2,m,1
Malik,2,m,1
Mark,2,m,1
Mateo,2,m,1
Matteo,2,m,1
Maxim,2,m,1
Nino,2,m,1
Rafael,2,m,1
Raphael,2,m,1
Rayan,2,m,1
Rio,2,m,1
Ryan,2,m,1
Samuel,2,m,1
Silas,2,m,1
Xavier,2,m,1
Yasin,2,m,1
Alexandra,2,w,2
Elina,2,w,2
Elisabeth,2,w,2
Frieda,2,w,2
Gabriela,2,w,2
Irene,2,w,2
June,2,w,2
Kerstin,2,w,2
Lia,2,w,2
Lynn,2,w,2
Madita,2,w,2
Malia,2,w,2
Marlene,2,w,2
Mila,2,w,2
Nur,2,w,2
Rahel,2,w,2
Sofia,2,w,2
Benjamin,2,m,2
Bo,2,m,2
Bruno,2,m,2
Cornelius,2,m,2
Elian,2,m,2
Erich,2,m,2
Erik,2,m,2
Ibrahim,2,m,2
Jakob,2,m,2
Johann,2,m,2
Leander,2,m,2
Leonas,2,m,2
Luca,2,m,2
Luis,2,m,2
Malachi,2,m,2
Nikolas,2,m,2
Otto,2,m,2
Pepe,2,m,2
Raphael,2,m,2
Robin,2,m,2
Simon,2,m,2
Luise,2,w,3
Richard,2,m,3
